Source,Full Paragraph Text,Interaction Present Disagreement,Scale Disagreement,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Scales,claude3.7: Causal Type,claude3.7: Causal Pathway,claude3.7: Scale Explanations,claude3.7: Summary,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Causal Type,4o: Causal Pathway,4o: Scale Explanations,4o: Summary,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Scales,o4_mini: Causal Type,o4_mini: Causal Pathway,o4_mini: Scale Explanations,o4_mini: Summary,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Causal Type,gemini2.5: Causal Pathway,gemini2.5: Scale Explanations,gemini2.5: Summary
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"The Boards held in-depth discussions with management on strategy and portfolio development with particular attention to changing market dynamics especially in emerging markets. Despite the short-term challenges, the Boards believe the growth story in these markets remains intact.",No,None,Yes,0.85,"Environmental and Societal, Organizational",Bidirectional Link,Environmental and Societal <-> Organizational,"Organizational: The Boards and management of a company discussing strategy and portfolio development represents the organizational scale.; Environmental and Societal: The 'changing market dynamics especially in emerging markets' refers to macro-level economic and market structures, which are at the environmental and societal scale.","[Environmental and Societal <-> Organizational] Changing market dynamics in emerging markets are influencing a company's strategy and portfolio decisions, while the company is positioning itself to respond to and potentially shape these market conditions.",Yes,0.85,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: The Boards and management of a company are involved in strategic discussions.; Environmental and Societal: The discussions focus on market dynamics in emerging markets, which are societal-level systems.",[Organizational -> Environmental and Societal] The Boards' strategic discussions aim to influence market dynamics in emerging markets.,Yes,0.8,"Environmental and Societal, Organizational",Convergent Influence,"Organizational, Environmental and Societal -> Organizational","Organizational: The Boards represent a formal group within an organization discussing strategy.; Environmental and Societal: The discussions focus on market dynamics, which are influenced by broader societal and environmental factors.","[Organizational, Environmental and Societal -> Organizational] The Boards' strategy discussions are influenced by changing market dynamics in emerging markets.",Yes,1.0,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: The 'Boards' and 'management' are internal units of a single organization, responsible for its internal strategy and portfolio development.; Environmental and Societal: 'Changing market dynamics' and 'emerging markets' refer to broad economic, societal, and capital market conditions at a societal level that impact organizations.",[Environmental and Societal -> Organizational] An organization's Boards and management are discussing strategy and portfolio development with particular attention to changing market dynamics in emerging markets.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,The Boards also reviewed the progress made under the Unilever Sustainable Living Plan (USLP). The Directors are confident that the USLP remains hugely relevant in addressing today’s global challenges and will continue to be a long-term driver of profitable growth for Unilever.,Yes,None,No,0.9,N/A,N/A,N/A,,N/A,Yes,0.85,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever, as a company, is implementing the Sustainable Living Plan.; Environmental and Societal: The USLP is designed to address global challenges, which are societal-level issues.","[Organizational -> Environmental and Societal] Unilever's Sustainable Living Plan aims to address global challenges, impacting societal-level systems.",Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: The Unilever Board is reviewing the company's internal strategy and progress.; Environmental and Societal: The Unilever Sustainable Living Plan addresses global challenges, impacting societal and environmental systems.",[Organizational -> Environmental and Societal] Unilever's Board believes that the Sustainable Living Plan will effectively address global challenges.,Yes,0.9,"Environmental and Societal, Organizational",Feedback Loop,Organizational -> Environmental and Societal -> Organizational,"Organizational: Unilever is a specific company, and the 'Boards' and 'Directors' are its internal formal groups.; Environmental and Societal: 'Global challenges' refers to broad issues like climate change or social equity, which fall under societal-level systems and natural systems.","[Organizational -> Environmental and Societal -> Organizational] Unilever's Sustainable Living Plan, an organizational initiative to address global challenges, is seen as a long-term driver of profitable growth for the organization itself."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"Our Directors bring complementary and relevant skills to the Boards. In addition to wide global experience, these skills include expertise on finance and accounting, consumer markets, science and technology, customers and marketing as well as government and legal experience.",Yes,N/A,No,0.95,N/A,N/A,N/A,,N/A,No,0.8,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Individual -> Organizational,Individual:  'Our Directors' are specific individuals bringing expertise.; Organizational:  'the Boards' represent the formal organizational structure benefiting from the Directors' skills.,[Individual -> Organizational] Directors bring their complementary skills to benefit the Boards.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"I’m delighted that Feike Sijbesma has joined the Boards with effect from 1 November 2014. Feike, who has a wealth of experience as a sustainable business leader and in finance, food and nutrition, has already added considerably to the Boards’ discussions.",Yes,N/A,No,0.9,N/A,N/A,N/A,,N/A,No,0.8,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Individual -> Organizational,"Individual: Feike Sijbesma is a specific individual whose actions are described.; Organizational: The 'Boards' refer to a formal group within an organization (e.g., Board of Directors) which Feike joined and influenced.","[Individual -> Organizational] Feike Sijbesma, an individual, joined and added considerably to the discussions of the Boards, an organizational entity."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,Over 40% of our Non-Executive Directors are now women. This is not surprising for a Group that has long understood the importance of diversity within the workforce and wider value chain. The progress made in employee diversity over recent years has been among the best in our sector and led to widespread external recognition.,No,"Environmental and Societal, Individual, Inter-Organizational / Sector",Yes,0.8,"Inter-Organizational / Sector, Organizational",Direct Causal Link,Organizational -> Inter-Organizational / Sector,"Organizational: The company/Group is clearly identified as an organization making progress on diversity, particularly with 40% women as Non-Executive Directors.; Inter-Organizational / Sector: The text explicitly mentions performance 'among the best in our sector' and 'widespread external recognition', indicating comparison and interaction at the sector level.",[Organizational -> Inter-Organizational / Sector] A company's strong diversity performance influences sector standards and receives external recognition across the industry.,Yes,0.85,"Inter-Organizational / Sector, Organizational",Direct Causal Link,Organizational -> Inter-Organizational / Sector,Organizational: The Group's internal policy and actions regarding diversity.; Inter-Organizational / Sector: The recognition and comparison of diversity progress within the sector.,[Organizational -> Inter-Organizational / Sector] The Group's diversity initiatives have led to recognition and comparison within the sector.,Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,Organizational: The Group's internal policies and practices regarding diversity among Non-Executive Directors.; Environmental and Societal: The broader societal recognition and value placed on diversity within the workforce.,[Organizational -> Environmental and Societal] The Group's commitment to diversity among its Non-Executive Directors has garnered external recognition for its workforce diversity efforts.,Yes,0.9,"Environmental and Societal, Individual, Inter-Organizational / Sector, Organizational",Causal Chain,Organizational -> Individual -> Inter-Organizational / Sector -> Environmental and Societal,"Organizational: The 'Group' refers to a single company or organization. 'Non-Executive Directors' are a formal internal unit of this organization.; Individual: 'women' within the Non-Executive Directors and 'employee diversity' refer to specific individuals or informal groups of workers within the organization.; Inter-Organizational / Sector: The 'wider value chain' represents a network of connected organizations, and 'our sector' refers to a group of companies operating in the same industry.; Environmental and Societal: 'widespread external recognition' implies acknowledgment from a broader societal level, such as the public, media, or general market, beyond specific organizations or sectors.","[Organizational -> Individual -> Inter-Organizational / Sector -> Environmental and Societal] A Group's understanding and progress in diversity at the organizational and individual employee level leads to its recognition as a leader in its sector, which in turn results in widespread external recognition from society."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"Unilever’s strategic commitment to emerging markets continued in 2014 with significant investments in brand launches, new production facilities and our operations.",No,None,Yes,0.85,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,Organizational: Unilever as a single company making strategic decisions about investments and operations.; Environmental and Societal: Emerging markets represent macro-level economic environments across multiple countries or regions.,"[Organizational -> Environmental and Societal] Unilever's strategic investments in brand launches, production facilities, and operations directly influence emerging markets' economic development.",Yes,0.9,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever, as a company, is making strategic commitments and investments.; Environmental and Societal: Emerging markets represent broader societal and economic systems that are influenced by Unilever's investments.",[Organizational -> Environmental and Societal] Unilever's investments in emerging markets influence societal and economic systems.,Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever, as a single organization, is making strategic investments.; Environmental and Societal: These investments in emerging markets can influence societal systems and economic conditions in those regions.",[Organizational -> Environmental and Societal] Unilever's investments in emerging markets aim to enhance local economies and societal conditions.,Yes,0.9,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever is a specific company, representing a single organization.; Environmental and Societal: Emerging markets refer to a broader economic and societal context, encompassing multiple countries, governments, and communities, fitting the societal-level systems definition.",[Organizational -> Environmental and Societal] Unilever's strategic commitment is demonstrated through significant investments in emerging markets.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,We undertook major launches of brands including Lifebuoy into China and Omo into Saudi Arabia and the Gulf region. Brazil saw the entry of the Baby Dove range and Omo stain removers.,Yes,Inter-Organizational / Sector,No,0.95,N/A,N/A,N/A,,N/A,No,0.8,N/A,N/A,N/A,,N/A,Yes,0.8,"Environmental and Societal, Inter-Organizational / Sector, Organizational",Convergent Influence,Organizational -> Environmental and Societal,"Organizational: The brands Lifebuoy, Omo, and Baby Dove represent specific organizations launching products.; Inter-Organizational / Sector: The launches indicate interactions between multiple organizations in different markets.; Environmental and Societal: The entry of these brands into various countries reflects broader societal and market dynamics.",[Organizational -> Environmental and Societal] The launch of brands like Lifebuoy and Omo in various regions influences market dynamics and consumer behavior.,Yes,0.9,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: The 'We' refers to a company undertaking product launches, and the 'brands' (Lifebuoy, Omo, Baby Dove) are entities owned and managed by this single organization.; Environmental and Societal: The specified locations like 'China', 'Saudi Arabia', 'Gulf region', and 'Brazil' represent national or regional markets and societies into which the organizational products are introduced.",[Organizational -> Environmental and Societal] An organization launched its brands into various national and regional markets.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"We are extending our distribution reach in the outer islands of Indonesia, rural India and the north and central west of Brazil, while Singapore continues to be a major hub for our development of Unilever people at our Four Acres training campus.",No,Individual,Yes,0.85,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever as a single company extending its distribution and developing its people at its Four Acres training campus.; Environmental and Societal: The outer islands of Indonesia, rural India, and regions of Brazil represent societal/geographical areas at a macro level.","[Organizational -> Environmental and Societal] Unilever as a company is extending its distribution reach into specific geographical regions including remote areas of Indonesia, India, and Brazil, creating a direct organizational influence on these societal areas.",Yes,0.85,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever is a single organization expanding its distribution reach and developing its workforce.; Environmental and Societal: The expansion affects rural communities in Indonesia, India, and Brazil, impacting local economies and societies.","[Organizational -> Environmental and Societal] Unilever's expansion into rural areas of Indonesia, India, and Brazil impacts local communities and economies.",Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: Unilever is expanding its distribution reach, indicating organizational activities.; Environmental and Societal: The outer islands of Indonesia, rural India, and regions in Brazil represent societal-level systems affected by Unilever's distribution strategy.","[Organizational -> Environmental and Societal] Unilever's expansion into rural areas influences local market dynamics in Indonesia, India, and Brazil.",Yes,0.9,"Environmental and Societal, Individual, Organizational",Mixed/Complex Pattern,[Organizational -> Environmental and Societal] and [Environmental and Societal -> Organizational -> Individual],"Organizational: ""We"" refers to Unilever, a single company, and ""our Four Acres training campus"" is an internal unit of that organization.; Environmental and Societal: The ""outer islands of Indonesia, rural India and the north and central west of Brazil"" represent societal-level markets and communities. ""Singapore"" refers to a nation-state, a societal-level entity that acts as a hub.; Individual: ""Unilever people"" refers to specific employees or workers of the organization.",[Organizational -> Environmental and Societal; Environmental and Societal -> Organizational -> Individual] Unilever expands its organizational distribution reach into new societal markets while leveraging Singapore as a societal hub for the development of its individual employees.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_7.pdf,"The key is to have a model that responds to people’s needs and concerns, and an organisation that is both resilient and agile in the face of growing economic and geopolitical uncertainty. We achieved that again in 2014 and I want to thank – and recognise – the supreme efforts of our 172,000 colleagues and the many more partners around the world.",Yes,"Environmental and Societal, Inter-Organizational / Sector",No,0.85,N/A,N/A,N/A,,N/A,Yes,0.8,"Individual, Inter-Organizational / Sector, Organizational",Convergent Influence,"[Individual, Inter-Organizational / Sector] -> Organizational","Individual: The mention of 172,000 colleagues refers to specific individuals within the organization.; Organizational: The organization itself is mentioned as needing to be resilient and agile.; Inter-Organizational / Sector: The reference to 'many more partners around the world' suggests collaboration with other organizations.","[Individual, Inter-Organizational / Sector] -> Organizational] The efforts of employees and global partners contribute to the organization's resilience and agility.",Yes,0.8,"Individual, Inter-Organizational / Sector, Organizational",Convergent Influence,"Individual, Inter-Organizational / Sector -> Organizational","Individual: The mention of '172,000 colleagues' indicates the involvement of individual employees.; Organizational: The organization is described as resilient and agile, highlighting its internal structure and capabilities.; Inter-Organizational / Sector: The reference to 'partners around the world' suggests collaboration with other organizations.","[Individual, Inter-Organizational / Sector -> Organizational] The efforts of employees and global partners contribute to the organization's resilience and agility.",Yes,0.9,"Environmental and Societal, Individual, Organizational",Mixed/Complex Pattern,"[Environmental and Societal -> Organizational], [Individual, Organizational -> Organizational], [Organizational -> Individual]","Individual:  'People’s needs and concerns' refer to specific human requirements, and 'our 172,000 colleagues' are distinct individuals within the organization.; Organizational:  'An organisation' refers to a single corporate entity, and 'partners' are identified as distinct collaborating organizations.; Environmental and Societal:  'Economic and geopolitical uncertainty' represents macro-level systems and conditions that influence organizations and society at large.","[Environmental and Societal -> Organizational], [Individual, Organizational -> Organizational], [Organizational -> Individual] An organization's resilience is challenged by environmental and societal uncertainties but strengthened by the combined efforts of its individual employees and organizational partners, while also developing models to address the needs of individuals."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_7.pdf,"We are also prepared for managing any continuing volatility on the world’s currency markets and for what could be fluctuations in commodity costs as a result of the reduction in oil prices. At the same time, we expect the levels of competitive activity – both from global competitors and, increasingly, from local players – to remain high in 2015.",Yes,Organizational,No,0.9,N/A,N/A,N/A,,N/A,Yes,0.85,"Environmental and Societal, Inter-Organizational / Sector",Convergent Influence,"[Environmental and Societal, Inter-Organizational / Sector] -> Organizational",Environmental and Societal: The reference to world currency markets and fluctuations in commodity costs due to oil prices indicates a societal-level system.; Inter-Organizational / Sector: The mention of competitive activity from global competitors and local players suggests interactions at the inter-organizational or sector level.,"[Environmental and Societal, Inter-Organizational / Sector] -> Organizational] Fluctuations in global markets and competitive activities influence organizational strategies.",No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Inter-Organizational / Sector, Organizational",Convergent Influence,"[Environmental and Societal, Inter-Organizational / Sector] -> Organizational","Organizational: The pronoun 'We' refers to a specific organization or company that is preparing for and expecting certain conditions.; Inter-Organizational / Sector: References to 'competitive activity', 'global competitors', and 'local players' describe the dynamics and forces within an industry sector or among groups of organizations.; Environmental and Societal: Mentions of 'world’s currency markets', 'commodity costs', and 'oil prices' point to broader global economic and natural systems.","[Environmental and Societal, Inter-Organizational / Sector] -> Organizational] An organization prepares for volatility in global currency and commodity markets, while also expecting sustained high competitive activity from other players."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_7.pdf,"Despite these pressures, we are confident that with the many positive changes we have already made to Unilever we are well placed to continue delivering our objectives of volume growth ahead of our markets, steady and sustainable improvements in core operating margin, and strong cash flow.",Yes,N/A,No,0.9,N/A,N/A,N/A,,N/A,No,0.9,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Organizational",Feedback Loop,Environmental and Societal -> Organizational -> Environmental and Societal,"Organizational: The entity 'Unilever' is explicitly mentioned as the organization making changes and setting objectives.; Environmental and Societal: The text refers to 'pressures' (implying external market or societal forces) and 'our markets', representing the broader economic and competitive environment within which Unilever operates.","[Environmental and Societal -> Organizational -> Environmental and Societal] External market pressures influence Unilever's strategic changes, which are designed to enable the organization to achieve its growth objectives within those same markets."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"Even though we have made significant strides over recent years in improving our organisational agility and our ability to respond quickly to events, there is still room for improvement. I would like to have seen us react a little quicker, for example, to the slowdown in a number of markets, particularly China, where frankly we were caught off-guard by the speed and scale of weakening consumer demand. In terms of our categories, all of them contributed – albeit in different ways – to the overall performance of the Group and I have confidence in the strength and long-term growth potential of our portfolio.",No,None,Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: The organization being discussed ('we', 'our organizational agility', 'our ability to respond') is clearly a single company or formal entity.; Environmental and Societal: The 'slowdown in a number of markets, particularly China' and 'weakening consumer demand' represent macro-level market and societal conditions.","[Environmental and Societal -> Organizational] Weakening consumer demand in China and other markets directly impacted the organization's performance, catching them off-guard despite improved organizational agility.",Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: The statement discusses the organization's agility and performance.; Environmental and Societal: The slowdown in markets, particularly in China, indicates broader economic conditions affecting consumer demand.",[Environmental and Societal -> Organizational] The weakening consumer demand in China impacted the organization's ability to respond quickly.,Yes,0.8,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: The organization is assessing its agility and response to market changes.; Environmental and Societal: The reference to market conditions, particularly in China, indicates external societal and economic influences.",[Environmental and Societal -> Organizational] Market conditions in China influenced the organization's response strategies and performance.,Yes,0.9,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: The terms 'we', 'our organisational agility', and 'the Group' refer to a single company and its internal characteristics and performance.; Environmental and Societal: Phrases like 'slowdown in a number of markets, particularly China' and 'weakening consumer demand' describe broad economic and societal trends influencing the market environment.",[Environmental and Societal -> Organizational] A slowdown in markets and weakening consumer demand at the societal level caught the organization off-guard and impacted its ability to react.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"We took steps last year to sharpen the portfolio even further with a number of strategic acquisitions and disposal of non-core brands, although there is always scope to do more and I would like to see the level of activity accelerate in the year ahead. It is also clear that we still need to do more to get our Foods category growing again, although we are winning market share.",Yes,None,No,0.9,N/A,N/A,N/A,,N/A,Yes,0.85,"Inter-Organizational / Sector, Organizational",Direct Causal Link,Organizational -> Inter-Organizational / Sector,"Organizational: The company is making strategic acquisitions and disposals, indicating organizational-level decision-making.; Inter-Organizational / Sector: The mention of market share and strategic acquisitions suggests interactions with other organizations and the broader market sector.",[Organizational -> Inter-Organizational / Sector] The company's strategic acquisitions and disposals aim to influence its market position and sector dynamics.,Yes,0.8,"Inter-Organizational / Sector, Organizational",Causal Chain,Organizational -> Inter-Organizational / Sector -> Organizational,Organizational: The company is making strategic decisions regarding its portfolio and acquisitions.; Inter-Organizational / Sector: The mention of market share indicates interactions with competitors and the broader market.,[Organizational -> Inter-Organizational / Sector -> Organizational] Strategic acquisitions and market share growth are influencing the company's future activities.,No,1.0,N/A,N/A,N/A,,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"This is a tough business to be in – with much of our portfolio in flat or even declining developed markets – but we have to do more to leverage the strength of our wonderful Foods brands and bring back the growth momentum. By contrast, while our Home Care and Refreshment categories delivered good or solid growth, we need to increase the levels of cash and profitability if we are to invest in the many growth opportunities. These will all be priorities in 2015.",Yes,N/A,No,0.85,N/A,N/A,N/A,,N/A,No,0.8,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,"Organizational: Refers to 'our portfolio,' 'our wonderful Foods brands,' 'Home Care,' and 'Refreshment categories,' all representing internal assets and operations of a single company ('we').; Environmental and Societal: Refers to 'developed markets,' which are a part of the broader economic and societal environment impacting organizations.",[Environmental and Societal -> Organizational] Flat or declining developed markets are directly impacting the organization's portfolio performance.
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"Meeting the diverse interests of multiple stakeholders is a challenge for a company of Unilever’s size but also a great opportunity given our Vision to grow in a sustainable and socially inclusive way. Once again, we made good progress.",Yes,Inter-Organizational / Sector,No,0.9,N/A,N/A,N/A,,N/A,Yes,0.8,"Environmental and Societal, Inter-Organizational / Sector, Organizational",Convergent Influence,"[Organizational, Inter-Organizational / Sector] -> Environmental and Societal",Organizational: Unilever is a single organization.; Inter-Organizational / Sector: The mention of multiple stakeholders implies interactions with other organizations or sectors.; Environmental and Societal: The focus on sustainable and socially inclusive growth indicates an impact on societal-level systems.,"[Organizational, Inter-Organizational / Sector] -> Environmental and Societal] Unilever's efforts to meet diverse stakeholder interests drive sustainable and socially inclusive growth.",Yes,0.8,"Environmental and Societal, Organizational",Convergent Influence,Organizational -> Environmental and Societal,"Organizational: Unilever, as a large company, is focused on meeting the interests of its stakeholders.; Environmental and Societal: The company's vision includes growing in a sustainable and socially inclusive way, which impacts broader societal and environmental systems.",[Organizational -> Environmental and Societal] Unilever's efforts to meet stakeholder interests contribute to sustainable and socially inclusive growth.,Yes,1.0,"Environmental and Societal, Organizational",Bidirectional Link,Environmental and Societal <-> Organizational,"Organizational: The text explicitly mentions 'a company of Unilever’s size' and 'our Vision', referring to a single corporate entity and its internal strategy and progress.; Environmental and Societal: 'Multiple stakeholders' and the goal to 'grow in a sustainable and socially inclusive way' refer to societal-level systems, encompassing communities, environmental concerns, and diverse societal groups beyond specific organizations or individuals.","[Environmental and Societal <-> Organizational] The diverse interests of multiple societal stakeholders influence Unilever's organizational challenges and opportunities, while Unilever's vision and progress aim to foster sustainable and socially inclusive growth within the societal context."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"There is no doubt that over the long term our investors have benefited from their continued belief in Unilever, with total shareholder return increasing by a further 18% in 2014. Our employees remain a key priority of course and, despite the constrained economic environment, we did not compromise on our investments in training, personal development, safety and other employee support programmes. It was heartening to see employee engagement scores remain at historically high levels in our annual Global People Survey (GPS), with improvements across all five metrics.",No,Environmental and Societal,Yes,0.85,"Individual, Organizational",Bidirectional Link,Organizational <-> Individual,"Organizational: Unilever as a company is making decisions about investments in employee programs and measuring shareholder returns.; Individual: Employees and investors (as individuals) are directly affected by Unilever's actions through training programs, development opportunities, and financial returns.","[Organizational <-> Individual] Unilever's organizational investments in employee programs positively affect individual employees (shown by high engagement scores), while individual investors benefit from their belief in the company through increased shareholder returns.",Yes,0.8,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Individual: Employees are mentioned in terms of engagement and development.; Organizational: Unilever is the organization benefiting from investor belief and focusing on employee programs.,[Organizational -> Individual] Unilever's investment in employee programs leads to high employee engagement scores.,Yes,0.9,"Environmental and Societal, Individual, Organizational",Causal Chain,Organizational -> Individual -> Environmental and Societal,Organizational: Unilever as a company is making strategic decisions that impact its employees and investors.; Individual: Employees are directly affected by the company's investments in training and support programs.; Environmental and Societal: The overall economic environment influences the company's performance and shareholder returns.,"[Organizational -> Individual -> Environmental and Societal] Unilever's investments in employee development positively influence employee engagement, which in turn supports overall shareholder returns.",Yes,1.0,"Environmental and Societal, Individual, Organizational",Mixed/Complex Pattern,Organizational <-> Environmental and Societal; Organizational <-> Individual,"Individual: Refers to 'our employees' and 'employee engagement scores', representing specific individuals or groups of workers within the organization.; Organizational: Refers to 'Unilever' and its internal actions like 'our investments' and 'Global People Survey (GPS)', representing a single company and its operations.; Environmental and Societal: Refers to 'investors' (as part of capital markets) and the 'constrained economic environment', representing broader societal and economic systems that influence or are influenced by the organization.","[Organizational <-> Environmental and Societal; Organizational <-> Individual] Unilever's performance benefits its investors (capital markets), while it operates within a constrained economic environment; simultaneously, Unilever invests in its employees, whose high engagement reciprocally benefits the organization."
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"It is also clear that the demand to join Unilever has never been greater. We received over 2 million applications or expressions of interest in 2014 and for the second year running Unilever was ranked the third most in-demand employer among jobseekers on LinkedIn, behind only Apple and Google, as more and more young people want to work for purpose-driven organisations.",Yes,Environmental and Societal,Yes,0.85,"Individual, Organizational",Direct Causal Link,Individual -> Organizational,Individual: Job seekers and young people who are applying to Unilever based on their personal preferences for purpose-driven organizations.; Organizational: Unilever as a company that is receiving applications and being ranked as a desirable employer.,"[Individual -> Organizational] Individual job seekers' preference for purpose-driven organizations is driving increased demand to join Unilever, resulting in over 2 million applications and high employer rankings.",Yes,0.9,"Individual, Organizational",Direct Causal Link,Individual -> Organizational,"Individual: The scale involves jobseekers and young people expressing interest in employment.; Organizational: Unilever, as a company, is the organization receiving applications and being ranked as a desirable employer.",[Individual -> Organizational] The high demand from jobseekers influences Unilever's reputation as a top employer.,No,0.0,N/A,N/A,N/A,,N/A,Yes,0.9,"Environmental and Societal, Individual, Organizational",Causal Chain,Environmental and Societal -> Individual -> Organizational,"Environmental and Societal: The text describes a broader societal trend where 'more and more young people want to work for purpose-driven organisations,' representing a societal value or preference that influences individual choices.; Individual: Refers to '2 million applications or expressions of interest' and 'jobseekers on LinkedIn' and 'young people' who are distinct individuals or informal groups making specific choices to apply to Unilever.; Organizational: Unilever is a single organization that is the recipient of applications and is ranked as a desirable employer.","[Environmental and Societal -> Individual -> Organizational] A societal trend favoring purpose-driven organizations influences individual job seekers, leading to a significant increase in applications and demand to join Unilever."
