Source,Full Paragraph Text,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Detected Scales,claude3.7: Scale Explanations,claude3.7: Relationship Type,claude3.7: Summary,4o: Interaction Present,4o: Confidence,4o: Detected Scales,4o: Scale Explanations,4o: Relationship Type,4o: Summary,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Detected Scales,o4_mini: Scale Explanations,o4_mini: Relationship Type,o4_mini: Summary,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Detected Scales,gemini2.5: Scale Explanations,gemini2.5: Relationship Type,gemini2.5: Summary,Interaction Present Disagreement,Scale Disagreement
Nestle_Annual_Report_2014_page_29.pdf,"We will continue to lead the initiative to help tackle youth unemployment in Europe and globally, offering young people the chance of a more secure and productive future.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The initiative explicitly operates across 'Europe and globally', indicating a scope beyond a single nation's borders.; Local / Site-specific: The direct beneficiaries are 'young people', referring to individuals who experience the impact at their specific locations.",Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] A transnational initiative to tackle youth unemployment directly offers young people globally the chance for a more secure and productive future.,Yes,N/A
Nestle_Annual_Report_2014_page_29.pdf,"A group of newly-hired Nestlé employees in Greece, where we launched our European Employment Initiative in 2013. Rates of unemployment in the country are among the highest in Europe.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National, Transnational / Cross-border","Local / Site-specific: The 'group of newly-hired Nestlé employees' refers to specific individuals at a particular location, representing a site-specific outcome.; National:  'Greece' is explicitly mentioned as the country where the initiative was launched and where the hiring occurred.; Transnational / Cross-border: The 'European Employment Initiative' indicates a program or action spanning multiple countries across Europe.",Causal Chain,"[Transnational / Cross-border -> National -> Local / Site-specific] The Transnational / Cross-border 'European Employment Initiative' was launched in National Greece, leading to the hiring of Local / Site-specific Nestlé employees.",Yes,N/A
Nestle_Annual_Report_2014_page_32.pdf,"NIHS has established the first complete essential nutrient profiling platform for accurate analysis of nutrient status. Thanks to the development of digital applications that capture dietary intake, the institute can now combine the information about the nutritional content of diet with measurements in people’s blood. This research offers the prospect of developing personalised nutrition products, including dietary recommendations.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Local / Site-specific","National: NIHS (National Institute of Health Sciences) is an entity operating at a national level, conducting research and developing platforms.; Local / Site-specific: References to 'people’s blood,' 'dietary intake,' and 'personalised nutrition products' refer to individual-level data and outcomes, which are specific sites or individuals.",Direct Causal Link,[National -> Local / Site-specific] Research conducted by a national institute (NIHS) offers the prospect of developing personalised nutrition products for individuals.,Yes,N/A
Nestle_Annual_Report_2014_page_32.pdf,"Nestlé’s Jian Xin Double Care, a specially designed milk to enhance heart and bone health for middle-aged and senior adults, was launched in China in December 2013. The product contains phytosterols, which lower LDL (‘bad’) cholesterol, as well as calcium and vitamin D. The brand raises awareness of heart health with in-store health checks and offers toll-free phone contact with doctors to discuss cardiovascular health.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"National, Local / Site-specific",National: The text refers to the product being launched 'in China' and 'the brand' (Nestlé) operating at a country-wide strategic level.; Local / Site-specific: The 'in-store health checks' refer to specific activities conducted at individual retail locations or sites.,Direct Causal Link,[National -> Local / Site-specific] The brand's national strategy in China directly causes the implementation of in-store health checks at local sites.,Yes,N/A
Nestle_Annual_Report_2014_page_33.pdf,"In 2014, we transformed a dairy factory in Mexico into the company’s first ‘zero water’ manufacturing site in the world. Cow’s milk is 88% water, so by extracting some of it to use in the factory’s systems, we are saving enough water to meet the average daily consumption of 6400 people in the surrounding area.",Yes,0.85,"Local / Site-specific, Sub-national / Regional",Local / Site-specific: The dairy factory in Mexico is a specific facility at a local scale.; Sub-national / Regional: The 'surrounding area' with 6400 people represents a regional impact beyond just the factory site.,Direct Causal Link,"[Local -> Regional] The water conservation technology implemented at a specific dairy factory (local scale) directly provides water savings that benefit the surrounding regional area, meeting the equivalent water needs of 6400 people in that region.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The transformation of a specific dairy factory in Mexico into a 'zero water' manufacturing site.; National: The impact of the factory's water-saving measures on the broader water consumption needs of people in the surrounding area, which is part of the national context.",Direct Causal Link,[Local -> National] The transformation of a local dairy factory into a 'zero water' site directly reduces water consumption at the national level by saving enough water to meet the daily needs of 6400 people.,Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The dairy factory is a specific site in Mexico where the water-saving initiative is implemented.; National: The initiative contributes to national water conservation efforts in Mexico, impacting broader water resource management.",Direct Causal Link,[Local -> National] The transformation of the dairy factory in Mexico into a 'zero water' site directly contributes to national water conservation by saving water that benefits the local population.,No,1.0,N/A,N/A,N/A,N/A,Yes,"National, Sub-national / Regional"
Nestle_Annual_Report_2014_page_33.pdf,"The new technology used at the factory in Jalisco, Mexico, heats milk at low pressure to remove some of the water. The resulting steam is then condensed and treated and used to clean machines. It is then recycled and used again. The process reduces by 15% the total amount of water used by Nestlé Mexico. Work is now underway to deploy similar tech nology in five other manufacturing sites in water stressed are as around the world. It is just one of a number of water-saving initiatives we have introduced in recent years, allowing us to reduce total water withdrawal in absolute terms by almost one third in the last decade.",Yes,0.85,"Local / Site-specific, National, Transnational / Cross-border","Local / Site-specific: The factory in Jalisco, Mexico is a specific facility at a local scale where the water-saving technology was implemented.; National: Nestlé Mexico represents the national scale, with the text stating the technology 'reduces by 15% the total amount of water used by Nestlé Mexico'.; Transnational / Cross-border: The planned deployment of the technology to 'five other manufacturing sites in water stressed areas around the world' represents a transnational scale.",Causal Chain,"[Local -> National -> Transnational] The water-saving technology implemented at a local factory in Jalisco reduced water usage by 15% at the national level (Nestlé Mexico), which has led to plans for deploying similar technology at five other manufacturing sites globally in water-stressed areas.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The factory in Jalisco, Mexico, is a specific site where the new technology is implemented.; National: The reduction in water usage is reported for Nestlé Mexico, which operates at the national level.",Direct Causal Link,"[Local -> National] The implementation of new technology at a factory in Jalisco, Mexico, directly reduces the total water usage of Nestlé Mexico by 15%.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The factory in Jalisco, Mexico, represents a specific site where the new technology is implemented.; Transnational / Cross-border: The deployment of similar technology in multiple manufacturing sites around the world indicates a broader, transnational initiative.",Causal Chain,[Local -> Transnational] The implementation of water-saving technology at a local factory in Jalisco leads to a broader deployment across multiple sites globally.,Yes,1.0,"Local / Site-specific, National","Local / Site-specific: The 'factory in Jalisco, Mexico' represents a specific site where the technology is implemented.; National: 'Nestlé Mexico' refers to the company's aggregated operations and water usage within the country of Mexico.",Direct Causal Link,[Local -> National] The new technology used at the factory in Jalisco directly reduces the total amount of water used by Nestlé Mexico.,No,"National, Transnational / Cross-border"
Nestle_Annual_Report_2014_page_33.pdf,"In March 2014, we opened the Nestlé Food Safety Institute in Beijing, China. The new centre has three objectives: to collaborate with Chinese universities, research institutes and regulatory authorities in food safety research; to increase our ability to assess risks, anticipate problems and provide accurate information in any food safety situations; and to engage on scientific communication and food safety training.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: The Nestlé Food Safety Institute is a specific facility located in Beijing, China.; National: The institute collaborates with national entities such as Chinese universities, research institutes, and regulatory authorities.",Direct Causal Link,[Local -> National] The Nestlé Food Safety Institute in Beijing collaborates with national entities to enhance food safety research and communication.,No,0.0,N/A,N/A,N/A,N/A,Yes,0.95,"Local / Site-specific, National","Local / Site-specific: The Nestlé Food Safety Institute, located in Beijing, is a specific facility at a defined site.; National: Chinese universities, research institutes, and regulatory authorities represent entities operating at a national level within China, influencing or being influenced across the country.",Bidirectional Link,"[Local <-> National] The Nestlé Food Safety Institute (Local) engages in collaboration with Chinese national universities, research institutes, and regulatory authorities (National) on food safety research.",Yes,None
Nestle_Annual_Report_2014_page_39.pdf,"Nestlé is deeply integrated into people’s lives with many buying our products on a daily basis. This gives us opportunities to contribute meaningfully to their quality of life. It is what our promise of Good Food, Good Life is all about: offering the best tasting, healthiest choices across a wide range of food and beverages, from morning to night and throughout life, helping people to live more enjoyable, healthy lives.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Nestlé is a global company whose operations and product offerings span multiple countries, making its influence transnational.; Local / Site-specific: The text refers to 'people’s lives' and products being bought 'on a daily basis,' directly impacting individuals and households at a specific, local level.",Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] Nestlé's transnational offerings and integration into people's daily lives directly contribute to and help improve the quality of life for individuals at a local level.,Yes,N/A
Nestle_Annual_Report_2014_page_41.pdf,"The Maggi company began selling powdered soups in Switzerland in 1885. Julius Maggi had pioneered the production of pea and bean soups at the request of the Swiss Public Welfare Society to address the dietary deficiency of the work ing population. The advent of factory work for women meant less time to prepare food, and the soups were a convenient and nourishing alternative.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The 'dietary deficiency of the working population' and 'advent of factory work for women' describe conditions affecting individuals and communities at a specific site or local level. Maggi's 'production' and 'selling' of soups are site-specific actions.; National: The 'Swiss Public Welfare Society' is an organization operating at the national level within 'Switzerland', responding to widespread issues across the country.",Feedback Loop,"[Local -> National -> Local] A feedback loop is evident where local dietary deficiencies and changes in work patterns prompted the national Swiss Public Welfare Society to request a local company (Maggi) to produce soups, which then addressed the original local problem.",Yes,N/A
Nestle_Annual_Report_2014_page_52.pdf,"Good performances in France, Switzerland, Austria and the Netherlands, and a recovery in Spain and Portugal sup ported the growth in Western Europe. The Great Britain region, Germany, Italy and Greece were more challenged. There were strong performances from petcare and Nescafé Dolce Gusto across Western Europe and we saw good growth from innovations in several categories. Highlights included Nescafé Gold and Azzera premium soluble coffee, Fresh Up and Buitoni Fiesta in frozen pizza, Maggi snacking noodles in ambient culinary and the launch of premium chocolate tablets Les Recettes de l’Atelier in France.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border","National: France, Switzerland, Austria, Netherlands, Spain, and Portugal are all individual countries, representing the National scale.; Transnational / Cross-border: Western Europe is a geographical region encompassing multiple countries, fitting the Transnational / Cross-border scale.",Direct Causal Link,[National -> Transnational / Cross-border] Good performances and recovery in several individual countries directly supported overall growth in the broader Western Europe region.,Yes,N/A
Nestle_Annual_Report_2014_page_52.pdf,"In Central and Eastern Europe, Russia and Ukraine drove the growth in a deteriorating economic environment. Pet care, Nescafé Dolce Gusto, soluble coffee, particularly Gold Blend, and confectionery with KitKat were the highlights. The ongoing roll-out of Papyrus cooking papers in ambient culinary also continued to do well.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border",National: Russia and Ukraine are classified as 'National' as they represent entire countries whose actions or economic performance are described.; Transnational / Cross-border: Central and Eastern Europe is classified as 'Transnational / Cross-border' as it refers to a region encompassing multiple countries.,Convergent Influence,[National -> Transnational / Cross-border] The economic activities of Russia and Ukraine (National scale entities) collectively drove growth within the Central and Eastern European region (Transnational / Cross-border scale).,Yes,N/A
Nestle_Annual_Report_2014_page_54.pdf,"The slower growth in the Zone was due to our largest market China and to Oceania. In China we needed to adapt our portfolio to reconnect with the fast-changing expectations of the Chinese consumer. Therefore, in addition to correcting trade stocks throughout the year, we focused on innovation, on reformulation and on re-launches, particularly in coffee, ready-to-drink and confectionery. We continued to see good performances in ambient culinary, ice cream and ready-to drink coffee. In Oceania we are focused on developing new trade channels.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border","National: China is an entire country, fitting the National scale.; Transnational / Cross-border: The 'Zone' is described as encompassing or being influenced by both China (a country) and Oceania (a multi-country region), implying it is a larger, company-defined geographical segment that crosses national borders, thus fitting the Transnational / Cross-border scale.",Direct Causal Link,"[National -> Transnational / Cross-border] Slower growth within a company's transnational 'Zone' was directly caused by market conditions in China, which is classified at the national scale.",Yes,N/A
Nestle_Annual_Report_2014_page_54.pdf,"Nestlé Waters delivered solid broad-based organic and real internal growth in all three geographies. Nestlé Pure Life continued to be a growth engine, particularly in the emerging markets but also in North America and the United Kingdom. Perrier and S.Pellegrino, our premium international brands, continued to demonstrate our ability to create value in the category. Complementing these performances, strong local brands also delivered good growth, especially Buxton in the United Kingdom, Erikli in Turkey, La Vie in Vietnam and Yunnan Shan Quan in China.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Strong local brands such as Buxton, Erikli, La Vie, and Yunnan Shan Quan represent specific products or operations tied to a local market within a country.; Transnational / Cross-border: Perrier and S.Pellegrino are explicitly defined as 'international brands,' indicating their operations and market span across multiple countries. The overall 'Nestlé Waters' performance, aggregating results across all 'geographies' and 'emerging markets,' also represents a transnational scale.",Convergent Influence,"[Local / Site-specific, Transnational / Cross-border -> Transnational / Cross-border] Strong local brands and premium international brands independently contributed to the overall broad-based growth of Nestlé Waters.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_4.pdf,"Our environmental and social ambitions are driven through the Unilever Sustainable Living Plan (USLP), which has economic benefits and operates across all our brands, markets and our entire value chain.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, National, Sub-national / Regional, Local / Site-specific","Transnational / Cross-border: The Unilever Sustainable Living Plan (USLP) is a global corporate initiative by a multinational company, indicating a transnational scope.; National: The term 'markets' implies operations spanning entire countries.; Sub-national / Regional: The term 'markets' also encompasses operations within regions or provinces of a country.; Local / Site-specific: The 'entire value chain' includes specific facilities, sites, or neighborhoods where production, distribution, or sales occur.",Direct Causal Link,"[Transnational -> National, Sub-national, Local] The transnational Unilever Sustainable Living Plan directly influences operations across national markets, sub-national regions, and local components of the value chain by 'operating across' them.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_4.pdf,"We would also risk the disapproval of governments, regulators and NGOs, and our brands – Unilever’s crown jewels – could suffer reputational damage, representing serious economic loss to the business.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border","National: The term 'governments' typically implies national governmental bodies when discussing potential disapproval affecting a large multinational corporation.; Transnational / Cross-border: The 'regulators' can include supranational or international bodies (e.g., EU regulators), and 'NGOs' can be global advocacy organizations (e.g., Greenpeace) capable of causing widespread reputational damage. 'Unilever' and its 'business' are explicitly identified as operating at a transnational scale.",Convergent Influence,"[National, Transnational -> Transnational] Disapproval from national governments, alongside transnational regulators and NGOs, can converge to cause reputational damage and economic loss for a transnational business like Unilever.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"Unilever’s strategic commitment to emerging markets continued in 2014 with significant investments in brand launches, new production facilities and our operations.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border: Unilever's 'strategic commitment to emerging markets' reflects a global business strategy by a multinational corporation targeting a collective group of countries.; Local / Site-specific: 'New production facilities' are physical infrastructures built at specific geographical locations.,Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] Unilever's global strategic commitment resulted in investments that led to the establishment of new production facilities at specific local sites.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_5.pdf,"We are extending our distribution reach in the outer islands of Indonesia, rural India and the north and central west of Brazil, while Singapore continues to be a major hub for our development of Unilever people at our Four Acres training campus.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National",Local / Site-specific: 'Four Acres training campus' refers to a specific facility or site.; National: 'Singapore' refers to an entire country.,Direct Causal Link,[Local -> National] The activities and presence of the Local 'Four Acres training campus' contribute to Singapore's (National) status as a major development hub.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"Even though we have made significant strides over recent years in improving our organisational agility and our ability to respond quickly to events, there is still room for improvement. I would like to have seen us react a little quicker, for example, to the slowdown in a number of markets, particularly China, where frankly we were caught off-guard by the speed and scale of weakening consumer demand. In terms of our categories, all of them contributed – albeit in different ways – to the overall performance of the Group and I have confidence in the strength and long-term growth potential of our portfolio.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border","National: The text explicitly mentions 'China', which is an entire country.; Transnational / Cross-border: The 'Group' is described as operating in 'a number of markets' and its 'overall performance' is affected by events in individual countries like China, implying its operations span multiple nations.",Direct Causal Link,[National -> Transnational] Weakening consumer demand in China directly impacted the organizational agility and overall performance of the multinational Group.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"We also made progress in our commitment to serve a wider group of stakeholders through the USLP and our Vision of growing the business while reducing our environmental footprint and increasing our positive social impact, not only in that part of the business under our direct control but throughout the whole value chain. This manifests itself in many different ways – everything from playing our part in putting an end to deforestation to ensuring we embrace and advance human rights principles throughout the length of our supply chain. You can see a number of examples set out in other parts of this report.",Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The text refers to 'that part of the business under our direct control' which indicates specific operational sites and facilities directly managed by the company.; Transnational / Cross-border: The reference to 'the whole value chain' and 'throughout the length of our supply chain' indicates a global, cross-border scale that extends beyond any single country.",Direct Causal Link,"[Local -> Transnational] The company's direct operations (local scale) are implementing policies and practices that influence their entire global value chain (transnational scale), specifically in areas like ending deforestation and advancing human rights principles throughout their supply chain.",No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,A fundamental requirement at Unilever is to understand our consumers. We use focus groups and quantitative studies and spend time with consumers in stores and in their homes to find out what is important to them – as citizens as well as consumers – so we can create products they need and want. Unilever carelines are also a rich source of information. Digital communications and social media mean we can engage with large numbers of people consistently over long periods of time so we can immerse ourselves in their day-to-day lives. We can use online search data to identify and anticipate future consumer trends and gain a competitive edge.,No,0.95,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Refers to individual 'consumers in stores and in their homes', which are specific, localized points of interaction for data collection.; Transnational / Cross-border: Refers to 'Unilever', a global company (implied by its multinational operations and use of broad digital/social media methods to reach 'large numbers of people') that collects and utilizes consumer data from various countries to inform its worldwide product development.",Direct Causal Link,"[Local / Site-specific -> Transnational / Cross-border] Information gathered directly from local consumers (e.g., in homes, through social media) influences the product creation and strategic decisions of the transnational company, Unilever.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,"The big development for 2014 has been the launch of our Partner To Win 2020 programme to create a supplier ecosystem where partners work with us and each other to create breakthroughs in products or packaging to deliver the capacity, innovation and sustainable solutions to meet our growth ambition. A great example is the new Dove Body Wash bottle using 15% less plastic (see inside front cover).",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The 'Partner To Win 2020 programme' launched by 'us' (implying a large, likely global company given 'growth ambition' and 'supplier ecosystem') represents a corporate strategy or initiative spanning multiple countries or global operations.; Local / Site-specific: The 'new Dove Body Wash bottle using 15% less plastic' is a specific product innovation, representing a tangible outcome at a particular design or manufacturing level.",Direct Causal Link,"[Transnational / Cross-border -> Local / Site-specific] A transnational company's programme directly aims to foster breakthroughs in specific local products and packaging, exemplified by the new Dove Body Wash bottle.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Unilever’s value chain – the process by which we create brands, products and ultimately shareholder value – begins with acquiring insight into consumers’ needs, which vary considerably between developed and emerging markets.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: Consumer needs are often specific to local markets, reflecting cultural and economic differences.; National: The overall strategy and value chain of Unilever is influenced by national market conditions and consumer behavior.",Causal Chain,[Local -> National] Unilever's understanding of local consumer needs informs its national strategy for brand and product development.,No,1.0,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Unilever itself manufactures the majority of its products and we maintain an international network of 240 manufacturing sites. In sourcing large amounts of raw materials we also have a direct impact on the environment. By sourcing sustainably, we can protect scarce resources, ensure security of supply for our business and reduce price volatility while protecting the environment and enhancing people’s lives, which is at the heart of our Unilever Sustainable Living Plan (USLP). More detail can be found on page 11.",No,0.85,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific: The manufacturing sites are specific facilities where production occurs.; Transnational / Cross-border: Unilever operates an international network of manufacturing sites and sources raw materials globally.,Direct Causal Link,"[Local -> Transnational] Unilever's local manufacturing sites impact the transnational scale by sourcing raw materials sustainably, which affects global resource protection and supply security.",No,0.0,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"We make the majority of what we sell through a network of more than 240 manufacturing sites around the world. We have invested significantly in our factories in recent years to create an efficient, reliable and more sustainable network. We are now able to maximise the global scale of our operations, while having the agility to meet local demands. More eco-efficient production is helping us meet the USLP targets, so by the end of January 2015, for instance, all our factories had achieved zero non-hazardous waste to landfill, producing 140,000 tonnes less waste. Since 2008, we estimate that eco-production has avoided costs in excess of €400 million.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The text mentions '240 manufacturing sites' which are specific facilities/locations where production occurs.; Transnational / Cross-border: The text refers to 'global scale of our operations' and indicates these manufacturing sites are 'around the world', representing a transnational corporate network.",Bidirectional Link,"[Local <-> Transnational] The company leverages its global (transnational) scale to influence operations at local manufacturing sites, while simultaneously allowing those local sites to respond to local demands with agility. This creates a bidirectional relationship where global strategy enables local efficiency (e.g., zero waste targets), and local implementation contributes to global corporate goals (e.g., avoiding €400 million in costs).",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The reference to individual manufacturing sites achieving zero non-hazardous waste to landfill is a local scale action.; National: The mention of meeting USLP targets, which are likely national or international standards, indicates a broader scale of influence.",Direct Causal Link,[Local -> National] Local manufacturing sites achieving zero non-hazardous waste to landfill contribute to meeting broader USLP targets.,Yes,0.85,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific: The mention of local demands and specific manufacturing sites indicates a local scale of operation.; Transnational / Cross-border: The reference to a network of manufacturing sites around the world signifies operations that span multiple countries.,Causal Chain,[Local -> Transnational] The local demands influence the transnational operations by necessitating an efficient and sustainable production network that meets these demands.,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: This scale is represented by the '240 manufacturing sites' and individual 'factories' where 'eco-efficient production' and waste reduction ('zero non-hazardous waste to landfill') take place.; Transnational / Cross-border: This scale refers to the company's 'global scale of operations' and the 'USLP targets', which are overarching goals for a global company with worldwide operations.",Direct Causal Link,[Local / Site-specific -> Transnational / Cross-border] Eco-efficient production achieved at local manufacturing sites directly contributes to helping the company meet its overarching transnational sustainability targets (USLP).,No,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"How we move products from factories to customers is the role of our logistics operation. We are now rolling out our global network of logistics centres that organise movement of goods centrally and more efficiently, delivering savings, reduced stocks, reduced carbon emissions and improved customer service. These operational hubs now allow us to centralise other services too, including monitoring orders from customers through to payment.",Yes,0.8,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific: The 'logistics centres' and 'operational hubs' represent specific facilities at local sites.; Transnational / Cross-border: The 'global network' indicates a transnational scale spanning multiple countries.,Direct Causal Link,"[Transnational -> Local] The global logistics network (transnational scale) directly enables centralized operations at local logistics centers, which causes specific outcomes including 'savings, reduced stocks, reduced carbon emissions and improved customer service' at those local facilities.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The logistics centres are specific facilities that manage the movement of goods.; Transnational / Cross-border: The logistics operation is described as a global network, indicating involvement across multiple countries.",Direct Causal Link,"[Local -> Transnational] The establishment of local logistics centres directly influences the efficiency and effectiveness of a global logistics network, leading to various operational improvements.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The logistics centres operate at a specific site level, managing the movement of goods to local customers.; Transnational / Cross-border: The global network of logistics centres indicates operations that span multiple countries, facilitating international trade.",Causal Chain,"[Local -> Transnational] The establishment of logistics centres enhances local operations by improving efficiency and customer service, which is part of a broader transnational strategy to streamline global logistics.",No,1.0,N/A,N/A,N/A,N/A,Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"We work closely with retailers to win in the market place and make sure that our brands are always available, properly displayed and in the right price bracket. Our go-to-market capability ensures that we become the supplier of choice for our customers and trade partners, through strong joint business planning and in-store execution via Perfect Store programmes, to help deliver sustainable sales growth. This is essential for us to be able to add premium brand extensions to our product ranges, land product innovations on the shelves, enter new geographies and markets, and build our distribution strength to reach new consumers.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.85,"Local / Site-specific, National","Local / Site-specific: Refers to 'in-store execution via Perfect Store programmes,' 'working closely with retailers,' and 'brands always available... on the shelves,' indicating operations at specific retail locations.; National: Refers to the capability to 'enter new geographies and markets' and 'build our distribution strength to reach new consumers,' which implies expansion beyond specific sites to broader, country-level markets or territories.",Direct Causal Link,[Local -> National] Successful site-specific in-store execution and sustainable sales growth enable the company to expand and enter new national geographies and markets.,Yes,N/A
