Source,Full Paragraph Text,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Entities Summary,claude3.7: Relationship Type,claude3.7: Relationship Summary,claude3.7: Scales Crossed,claude3.7: Scale Chains,4o: Interaction Present,4o: Confidence,4o: Entities Summary,4o: Relationship Type,4o: Relationship Summary,4o: Scales Crossed,4o: Scale Chains,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Entities Summary,o4_mini: Relationship Type,o4_mini: Relationship Summary,o4_mini: Scales Crossed,o4_mini: Scale Chains,gemini2.0: Interaction Present,gemini2.0: Confidence,gemini2.0: Entities Summary,gemini2.0: Relationship Type,gemini2.0: Relationship Summary,gemini2.0: Scales Crossed,gemini2.0: Scale Chains,Disagreement
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"We also made progress in our commitment to serve a wider group of stakeholders through the USLP and our Vision of growing the business while reducing our environmental footprint and increasing our positive social impact, not only in that part of the business under our direct control but throughout the whole value chain. This manifests itself in many different ways – everything from playing our part in putting an end to deforestation to ensuring we embrace and advance human rights principles throughout the length of our supply chain. You can see a number of examples set out in other parts of this report.",Yes,0.85,[0] The company (USLP - Unilever Sustainable Living Plan) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] Stakeholders (wider group) (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term) || [2] Environmental systems (forests) (H:Environmental and Societal|S:Transnational / Cross-border|T:Long-Term) || [3] Supply chain actors (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term),Mixed/Complex Pattern,"The company is implementing a sustainability plan that influences multiple entities across different scales, including stakeholders, environmental systems, and supply chain actors, while also receiving influence from these entities in terms of their needs and requirements.","Hierarchical, Temporal",0 -> 2: Organizational -> Environmental and Societal -> Long-Term || 0 -> 3: Organizational -> Inter-Organizational / Sector,Yes,0.85,[0] USLP and Vision (H:Organizational|S:N/A|T:Long-Term) || [1] Value chain (H:Inter-Organizational / Sector|S:N/A|T:Long-Term) || [2] Deforestation efforts (H:Environmental and Societal|S:N/A|T:Long-Term) || [3] Human rights principles (H:Environmental and Societal|S:N/A|T:Long-Term),Mixed/Complex Pattern,Organizational efforts influence both environmental and societal outcomes through the value chain.,Hierarchical,0 -> 2: Organizational -> Environmental and Societal -> Long-Term || 0 -> 3: Organizational -> Environmental and Societal -> Long-Term,Yes,0.85,[0] Wider group of stakeholders (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [1] Business under direct control (H:Organizational|S:N/A|T:N/A) || [2] Whole value chain (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [3] Environmental footprint (H:Environmental and Societal|S:N/A|T:Long-Term) || [4] Positive social impact (H:Environmental and Societal|S:N/A|T:Long-Term),Causal Chain,"Wider group of stakeholders influences the business under direct control, which in turn influences the whole value chain, leading to a reduction in environmental footprint and an increase in positive social impact.",Hierarchical,1 -> 2: Inter-Organizational / Sector -> Organizational || 2 -> 3: Organizational -> Inter-Organizational / Sector || 3 -> 4: Inter-Organizational / Sector -> Environmental and Societal -> Long-Term || 3 -> 5: Inter-Organizational / Sector -> Environmental and Societal -> Long-Term,Yes,0.9,[0] USLP (H:Organizational|S:National|T:Medium-Term) || [1] Unilever (H:Organizational|S:Transnational|T:Long-Term) || [2] Value Chain (H:Inter-Organizational|S:Transnational|T:Medium-Term) || [3] Supply Chain (H:Inter-Organizational|S:Transnational|T:Medium-Term) || [4] Deforestation (H:Environmental and Societal|S:Global|T:Long-Term) || [5] Human Rights Principles (H:Environmental and Societal|S:Transnational|T:Long-Term),Causal Chain,Organizational -> Environmental and Societal,Hierarchical,2 -> 4: Inter-Organizational -> Environmental and Societal,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_8.pdf,"It was pleasing to see our efforts recognised once again in 2014, including regaining sector leadership in the prestigious Dow Jones Sustainability Index (DJSI) and being ranked – for the fourth year running – as the Number One Company in the Globescan/SustainAbility index of leading sustainability experts around the world.",Yes,0.8,[0] Our company (the speaker's organization) (H:Organizational|S:N/A|T:Short-Term) || [1] Dow Jones Sustainability Index (DJSI) (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term) || [2] Globescan/SustainAbility index (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term),Convergent Influence,"Two different sustainability indices (DJSI and Globescan/SustainAbility) both recognize and evaluate the company's sustainability performance, with the company achieving top rankings in both.","Hierarchical, Spatial",1 -> 0: Inter-Organizational / Transnational -> Organizational || 2 -> 0: Inter-Organizational / Transnational / Medium-Term -> Organizational / Short-Term,Yes,0.85,[0] Our efforts (H:Organizational|S:N/A|T:Short-Term) || [1] Dow Jones Sustainability Index (DJSI) (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:N/A) || [2] Globescan/SustainAbility index (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:N/A),Convergent Influence,Organizational efforts influence recognition in both DJSI and Globescan/SustainAbility index.,"Hierarchical, Spatial",0 -> 1: Organizational -> Transnational / Cross-border || 0 -> 2: Organizational -> Transnational / Cross-border,Yes,0.9,[0] Company recognized for sustainability efforts (H:Organizational|S:Transnational|T:Short-Term) || [1] Dow Jones Sustainability Index (DJSI) (H:Inter-Organizational / Sector|S:Transnational|T:Short-Term) || [2] Globescan/SustainAbility index (H:Inter-Organizational / Sector|S:Transnational|T:Short-Term),Convergent Influence,The company's recognition in sustainability efforts influences both the DJSI and the Globescan/SustainAbility index.,"Hierarchical, Spatial",0 -> 1: Organizational -> Inter-Organizational / Sector || 0 -> 2: Organizational -> Inter-Organizational / Sector,Yes,0.9,[0] Dow Jones Sustainability Index (DJSI) (H:N/A|S:Transnational|T:Short-Term) || [1] Organization (H:Organizational|S:N/A|T:Short-Term) || [2] Globescan/SustainAbility index (H:N/A|S:Transnational|T:Short-Term),Convergent Influence,DJSI and Globescan/SustainAbility index recognize Organization's efforts.,"Hierarchical, Spatial",1 -> 2: Transnational -> Organizational || 3 -> 2: Transnational -> Organizational,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,A fundamental requirement at Unilever is to understand our consumers. We use focus groups and quantitative studies and spend time with consumers in stores and in their homes to find out what is important to them – as citizens as well as consumers – so we can create products they need and want. Unilever carelines are also a rich source of information. Digital communications and social media mean we can engage with large numbers of people consistently over long periods of time so we can immerse ourselves in their day-to-day lives. We can use online search data to identify and anticipate future consumer trends and gain a competitive edge.,Yes,0.9,[0] Unilever (company conducting consumer research) (H:Organizational|S:Transnational / Cross-border|T:Long-Term) || [1] Consumers (individuals being studied) (H:Individual|S:Local / Site-specific|T:Short-Term) || [2] Digital communications and social media platforms (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term),Bidirectional Link,"Unilever studies consumers through various methods including focus groups, store visits, home visits, and digital platforms to understand their needs and preferences. This information flows from consumers to Unilever, which then uses it to create products that flow back to consumers, creating a feedback loop across different scales.","Hierarchical, Spatial, Temporal",1 <-> 0: Individual -> Organizational -> Long-Term || 2 <-> 0: Inter-Organizational -> Organizational -> Long-Term,Yes,0.9,[0] Unilever (H:Organizational|S:N/A|T:N/A) || [1] Consumers (H:Individual|S:N/A|T:N/A) || [2] Digital communications and social media (H:Inter-Organizational / Sector|S:N/A|T:Long-Term),Causal Chain,Unilever -> Consumers -> Digital communications and social media,Hierarchical,0 -> 1: Organizational -> Individual || 1 -> 2: Individual -> Inter-Organizational / Sector -> Long-Term,Yes,0.9,[0] Unilever's focus groups and quantitative studies (H:Organizational|S:N/A|T:Short-Term) || [1] Consumers engaging with Unilever products (H:Individual|S:N/A|T:Short-Term) || [2] Digital communications and social media engagement (H:Organizational|S:N/A|T:Medium-Term) || [3] Online search data for consumer trends (H:Organizational|S:N/A|T:Long-Term),Causal Chain,Organizational activities at Unilever influence individual consumer behavior and long-term trends.,"Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term || 2 -> 3: Organizational -> Organizational -> Long-Term,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:Long-Term) || [1] consumers (H:Individual|S:N/A|T:Short-Term) || [2] Unilever carelines (H:Organizational|S:N/A|T:Long-Term) || [3] Digital communications and social media (H:Inter-Organizational|S:Transnational|T:Long-Term),Convergent Influence,Consumers and Unilever carelines influence Unilever's product development.,"Hierarchical, Temporal",1 -> 0: Individual -> Organizational -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,"R&D is an engine of sustainable growth; Unilever spends around €1 billion on R&D annually. Our 6,000 R&D professionals are responsible for building brands through benefit-led innovation, which is unlocked through science and technology. This includes looking at long-term emerging science and transforming science into technologies which are used to design branded products.",Yes,0.85,"[0] Unilever (company that spends €1 billion on R&D) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] R&D professionals (6,000 employees) (H:Individual|S:N/A|T:Short-Term) || [2] Science and technology development (H:Environmental and Societal|S:Transnational / Cross-border|T:Long-Term) || [3] Branded products (end result of R&D) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term)",Causal Chain,"Unilever funds R&D activities that enable R&D professionals to transform emerging science into technologies, which are then used to design branded products that drive sustainable growth.","Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term || 1 -> 2: Individual -> Environmental and Societal -> Long-Term || 2 -> 3: Environmental and Societal -> Organizational -> Medium-Term,Yes,0.9,[0] Unilever's R&D spending (H:Organizational|S:N/A|T:Short-Term) || [1] R&D professionals (H:Individual|S:N/A|T:Short-Term) || [2] Long-term emerging science (H:Environmental and Societal|S:N/A|T:Long-Term),Causal Chain,Unilever's R&D spending -> R&D professionals -> Long-term emerging science,Hierarchical,0 -> 1: Organizational -> Individual || 1 -> 2: Individual -> Environmental and Societal -> Long-Term,Yes,0.9,[0] Unilever's R&D professionals (H:Organizational|S:N/A|T:Short-Term) || [1] Emerging science and technologies (H:Environmental and Societal|S:N/A|T:Long-Term) || [2] Branded products (H:Organizational|S:N/A|T:Short-Term),Causal Chain,"R&D professionals influence emerging science, which in turn influences the design of branded products.","Hierarchical, Temporal",0 -> 1: Organizational -> Environmental and Societal -> Long-Term || 1 -> 2: Environmental and Societal -> Organizational -> Short-Term,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:Short-Term) || [1] R&D professionals (H:Organizational|S:Transnational|T:Short-Term) || [2] long-term emerging science (H:Environmental and Societal|S:National|T:Long-Term) || [3] branded products (H:Organizational|S:Transnational|T:Short-Term),Causal Chain,Organizational -> Environmental and Societal -> Organizational,,1 -> 2: N/A || 2 -> 3: Organizational -> Environmental and Societal -> Long-Term || 3 -> 4: Environmental and Societal -> Organizational -> Transnational,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,"To meet our Vision we know we must work in partnership with others, such as suppliers, agencies, universities, governments and NGOs.",No,0.9,N/A,N/A,N/A,N/A,N/A,Yes,0.8,[0] Our organization (H:Organizational|S:N/A|T:N/A) || [1] Suppliers (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [2] Agencies (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [3] Universities (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [4] Governments (H:Environmental and Societal|S:N/A|T:N/A) || [5] NGOs (H:Inter-Organizational / Sector|S:N/A|T:N/A),Convergent Influence,"Our organization aims to achieve its vision by partnering with suppliers, agencies, universities, governments, and NGOs.",Hierarchical,0 -> 4: Organizational -> Environmental and Societal,Yes,0.8,[0] suppliers (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [1] agencies (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [2] universities (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [3] governments (H:Environmental and Societal|S:N/A|T:N/A) || [4] NGOs (H:Inter-Organizational / Sector|S:N/A|T:N/A),Convergent Influence,"Various inter-organizational entities (suppliers, agencies, universities, NGOs) influence the environmental and societal scale (governments) to achieve a common vision.",Hierarchical,0 -> 3: Inter-Organizational / Sector -> Environmental and Societal,Yes,0.9,[0] Organization (H:Organizational|S:N/A|T:N/A) || [1] Suppliers (H:Inter-Organizational|S:N/A|T:N/A) || [2] Agencies (H:Organizational|S:N/A|T:N/A) || [3] Universities (H:Organizational|S:N/A|T:N/A) || [4] Governments (H:Environmental and Societal|S:National|T:Long-Term) || [5] NGOs (H:Environmental and Societal|S:N/A|T:N/A),Convergent Influence,"The organization partners with suppliers, agencies, universities, governments, and NGOs to achieve its vision.","Hierarchical, Spatial, Temporal",1 -> 5: Organizational -> National -> Long-Term,Yes
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_11.pdf,"The big development for 2014 has been the launch of our Partner To Win 2020 programme to create a supplier ecosystem where partners work with us and each other to create breakthroughs in products or packaging to deliver the capacity, innovation and sustainable solutions to meet our growth ambition. A great example is the new Dove Body Wash bottle using 15% less plastic (see inside front cover).",Yes,0.85,[0] Unilever (the company launching the Partner To Win 2020 programme) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] Suppliers/partners in the ecosystem (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term) || [2] Dove Body Wash bottle redesign (15% less plastic) (H:Organizational|S:Transnational / Cross-border|T:Short-Term),Causal Chain,"Unilever launched a program that creates a supplier ecosystem, which in turn produced sustainable innovations like the Dove bottle using less plastic.",Hierarchical,0 -> 1: Organizational -> Inter-Organizational / Sector || 1 -> 2: Inter-Organizational / Sector -> Organizational -> Short-Term,Yes,0.85,[0] Partner To Win 2020 programme (H:Organizational|S:N/A|T:Medium-Term) || [1] supplier ecosystem (H:Inter-Organizational / Sector|S:N/A|T:Medium-Term) || [2] Dove Body Wash bottle (H:Organizational|S:N/A|T:Short-Term),Causal Chain,Partner To Win 2020 programme -> supplier ecosystem -> Dove Body Wash bottle,Hierarchical,0 -> 1: Organizational -> Inter-Organizational / Sector -> Medium-Term || 1 -> 2: Inter-Organizational / Sector -> Organizational -> Short-Term,Yes,0.85,[0] Partner To Win 2020 programme (H:Organizational|S:N/A|T:Long-Term) || [1] supplier ecosystem (H:Inter-Organizational / Sector|S:N/A|T:Long-Term) || [2] Dove Body Wash bottle (H:Product|S:N/A|T:Short-Term),Causal Chain,"The Partner To Win 2020 programme influences the supplier ecosystem, which in turn leads to the development of the Dove Body Wash bottle.","Hierarchical, Temporal",0 -> 1: Organizational -> Inter-Organizational / Sector -> Long-Term || 1 -> 2: Inter-Organizational / Sector -> Product -> Short-Term,Yes,0.9,[0] Our Partner To Win 2020 programme (H:Organizational|S:N/A|T:Long-Term) || [1] Partners (H:Inter-Organizational|S:N/A|T:Medium-Term) || [2] Products or packaging (H:N/A|S:N/A|T:Short-Term) || [3] Dove Body Wash bottle (H:N/A|S:N/A|T:Short-Term),Causal Chain,Organizational -> Inter-Organizational -> Short-Term,"Hierarchical, Temporal",0 -> 1: Organizational -> Inter-Organizational -> Medium-Term || 1 -> 2: Inter-Organizational -> Short-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Unilever’s value chain – the process by which we create brands, products and ultimately shareholder value – begins with acquiring insight into consumers’ needs, which vary considerably between developed and emerging markets.",Yes,0.8,[0] Unilever (company creating value chain) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] Consumers in developed and emerging markets (H:Individual|S:Transnational / Cross-border|T:Short-Term) || [2] Shareholders receiving value (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Medium-Term),Causal Chain,"Unilever acquires insights from consumers' needs across different markets, which informs their value chain process to create brands and products, ultimately generating value for shareholders.",Hierarchical,1 -> 0: Individual -> Organizational || 0 -> 2: Organizational -> Inter-Organizational / Sector,Yes,0.85,[0] Unilever's value chain (H:Organizational|S:N/A|T:N/A) || [1] consumers' needs (H:Individual|S:Transnational / Cross-border|T:N/A) || [2] developed and emerging markets (H:Environmental and Societal|S:Transnational / Cross-border|T:N/A),Convergent Influence,Unilever's value chain is influenced by consumers' needs and market types.,"Hierarchical, Spatial",1 -> 2: Organizational -> Transnational / Cross-border || 2 -> 3: Individual -> Environmental and Societal,Yes,0.9,[0] Unilever's value chain process (H:Organizational|S:Transnational / Cross-border|T:N/A) || [1] Consumers' needs in developed markets (H:Individual|S:National|T:N/A) || [2] Consumers' needs in emerging markets (H:Individual|S:National|T:N/A),Convergent Influence,Unilever's value chain is influenced by the varying needs of consumers in both developed and emerging markets.,"Hierarchical, Spatial",1 -> 2: Organizational -> National || 1 -> 3: Organizational -> National,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:Long-Term) || [1] Consumers (H:Inter-Organizational|S:Transnational|T:Short-Term),Direct Causal Link,Consumers -> Unilever,"Hierarchical, Temporal",1 -> 0: Inter-Organizational -> Organizational -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Insight requires close engagement with consumers, often over prolonged periods, and allows us to identify future trends to gain a competitive edge.",Yes,0.8,[0] Organizational entities seeking insight (H:Organizational|S:N/A|T:Medium-Term) || [1] Consumers providing insights (H:Individual|S:N/A|T:Short-Term) || [2] Future trends (H:Environmental and Societal|S:N/A|T:Long-Term),Causal Chain,"Organizations engage with individual consumers over time, which enables them to identify broader societal trends, ultimately providing competitive advantage back to the organization.","Hierarchical, Temporal",0 -> 1: Organizational -> Individual -> Short-Term || 1 -> 2: Individual -> Environmental and Societal -> Long-Term,Yes,0.8,[0] Insight engagement with consumers (H:Individual|S:N/A|T:Long-Term) || [1] Identification of future trends (H:Organizational|S:N/A|T:Long-Term) || [2] Gaining a competitive edge (H:Organizational|S:N/A|T:Long-Term),Causal Chain,Long-Term -> Organizational,Hierarchical,0 -> 1: Individual -> Organizational -> Long-Term || 1 -> 2: Organizational -> Organizational -> Long-Term,Yes,0.8,[0] Consumers (H:Individual|S:N/A|T:Long-Term) || [1] Insight activities (H:Organizational|S:N/A|T:Medium-Term),Direct Causal Link,Organizational insight activities require prolonged engagement with individual consumers.,"Hierarchical, Temporal",1 -> 2: Individual -> Organizational -> Medium-Term,Yes,0.9,[0] Consumers (H:Inter-Organizational|S:N/A|T:Long-Term) || [1] Organization (H:Organizational|S:N/A|T:Long-Term) || [2] Trends (H:N/A|S:N/A|T:Future),Causal Chain,Inter-Organizational -> Organizational -> Future,Hierarchical,0 -> 1: Inter-Organizational -> Organizational || 1 -> 2: Long-Term -> Future,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"That knowledge helps us to target our subsequent R&D activities and our investments in innovation. Unilever has filed more than 200 new patent applications in 2014 and our Partner To Win 2020 programme, also launched in 2014, creates a new platform for us to work with our suppliers in the development of product and packaging innovations that capture consumers’ interest and attention.",Yes,0.85,[0] Unilever (the company) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] R&D activities and investments in innovation (H:Organizational|S:N/A|T:Medium-Term) || [2] Patent applications (200+ in 2014) (H:Organizational|S:N/A|T:Short-Term) || [3] Partner To Win 2020 programme (H:Inter-Organizational / Sector|S:N/A|T:Medium-Term) || [4] Suppliers (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [5] Consumers (H:Individual|S:N/A|T:N/A),Causal Chain,"Unilever's knowledge drives R&D activities and innovation investments, which lead to patent applications and the Partner To Win 2020 programme, which creates a platform for collaboration with suppliers to develop innovations that capture consumers' interest.",Hierarchical,0 -> 5: Organizational -> Inter-Organizational -> Individual,Yes,0.85,[0] Unilever's R&D activities (H:Organizational|S:N/A|T:Short-Term) || [1] Unilever's Partner To Win 2020 programme (H:Organizational|S:N/A|T:Medium-Term) || [2] Suppliers (H:Inter-Organizational / Sector|S:N/A|T:N/A) || [3] Consumers (H:Individual|S:N/A|T:N/A),Causal Chain,Unilever's R&D activities -> Partner To Win 2020 programme -> Suppliers -> Consumers,Temporal,0 -> 1: Short-Term -> Medium-Term || 1 -> 2: Organizational -> Inter-Organizational / Sector || 2 -> 3: Inter-Organizational / Sector -> Individual,Yes,0.9,[0] Unilever's R&D activities (H:Organizational|S:N/A|T:Short-Term) || [1] Partner To Win 2020 programme (H:Organizational|S:N/A|T:Short-Term) || [2] Suppliers (H:Inter-Organizational / Sector|S:N/A|T:Short-Term) || [3] Consumers (H:Individual|S:N/A|T:Short-Term),Causal Chain,"Unilever's R&D activities influence the Partner To Win 2020 programme, which in turn influences suppliers and ultimately targets consumers.",Hierarchical,0 -> 1: Organizational -> Organizational || 1 -> 2: Organizational -> Inter-Organizational / Sector || 2 -> 3: Inter-Organizational / Sector -> Individual,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:Medium-Term) || [1] Suppliers (H:Inter-Organizational|S:Transnational|T:Medium-Term) || [2] Consumers (H:Inter-Organizational|S:Transnational|T:Short-Term),Causal Chain,Suppliers -> Unilever -> Consumers,Hierarchical,1 -> 0: Inter-Organizational -> Organizational || 0 -> 2: Organizational -> Inter-Organizational -> Temporal,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Bringing these innovations to market as physical products is a core function of Unilever’s supply chain, which employs about 110,000 of our 172,000 people. It also involves working with suppliers around the world.",Yes,0.8,[0] Unilever (company) (H:Organizational|S:Transnational / Cross-border|T:N/A) || [1] Unilever's supply chain (H:Organizational|S:Transnational / Cross-border|T:N/A) || [2] Suppliers around the world (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:N/A),Direct Causal Link,Unilever's supply chain connects the company to suppliers globally to bring innovations to market as physical products.,Hierarchical,0 -> 2: Organizational -> Inter-Organizational / Sector,Yes,0.9,[0] Unilever's supply chain (H:Organizational|S:N/A|T:N/A) || [1] Suppliers around the world (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:N/A),Direct Causal Link,Unilever's supply chain works with suppliers around the world.,"Hierarchical, Spatial",0 -> 1: Organizational -> Transnational / Cross-border,Yes,0.9,"[0] Unilever's supply chain (H:Organizational|S:Transnational / Cross-border|T:Short-Term) || [1] Suppliers (H:Inter-Organizational / Sector|S:Transnational / Cross-border|T:Short-Term) || [2] Employees (110,000 people) (H:Individual|S:N/A|T:N/A)",Causal Chain,"Unilever's supply chain influences the involvement of suppliers, which in turn impacts the employment of individuals.","Hierarchical, Spatial",0 -> 1: Organizational -> Inter-Organizational / Sector || 1 -> 2: Inter-Organizational / Sector -> Individual,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:N/A) || [1] Unilever’s supply chain (H:Organizational|S:Transnational|T:N/A) || [2] suppliers around the world (H:Inter-Organizational|S:Transnational|T:N/A),Direct Causal Link,Unilever's supply chain involves working with suppliers.,N/A,1 -> 2: N/A || 2 -> 3: Organizational -> Inter-Organizational,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Unilever itself manufactures the majority of its products and we maintain an international network of 240 manufacturing sites. In sourcing large amounts of raw materials we also have a direct impact on the environment. By sourcing sustainably, we can protect scarce resources, ensure security of supply for our business and reduce price volatility while protecting the environment and enhancing people’s lives, which is at the heart of our Unilever Sustainable Living Plan (USLP). More detail can be found on page 11.",Yes,0.9,[0] Unilever (manufacturing operations) (H:Organizational|S:Transnational / Cross-border|T:Medium-Term) || [1] Environment (impacted by sourcing) (H:Environmental and Societal|S:Transnational / Cross-border|T:Long-Term) || [2] People's lives (enhanced through sustainable sourcing) (H:Individual|S:Transnational / Cross-border|T:Medium-Term),Convergent Influence,"Unilever's manufacturing and sourcing operations impact both the environment and people's lives through their sustainable sourcing practices, which are formalized in their Unilever Sustainable Living Plan.","Hierarchical, Temporal",0 -> 1: Organizational -> Environmental and Societal -> Long-Term || 0 -> 2: Organizational -> Individual,Yes,0.9,[0] Unilever manufacturing products (H:Organizational|S:Transnational|T:N/A) || [1] Sourcing raw materials (H:Organizational|S:Transnational|T:N/A) || [2] Impact on the environment (H:Environmental and Societal|S:Transnational|T:Long-Term),Causal Chain,Unilever manufacturing -> Sourcing raw materials -> Impact on the environment,"Hierarchical, Temporal",0 -> 2: Organizational -> Long-Term,Yes,0.85,[0] Unilever's manufacturing operations (H:Organizational|S:Transnational|T:Long-Term) || [1] Environmental impact from sourcing (H:Environmental and Societal|S:N/A|T:Long-Term) || [2] Unilever Sustainable Living Plan (USLP) (H:Organizational|S:N/A|T:Long-Term),Causal Chain,"Unilever's manufacturing operations impact the environment through sourcing, which is addressed by the USLP.","Hierarchical, Temporal",0 -> 1: Organizational -> Environmental and Societal -> Long-Term || 1 -> 2: Environmental and Societal -> Organizational -> Long-Term,Yes,0.9,[0] Unilever (H:Organizational|S:Transnational|T:Medium-Term) || [1] environment (H:Environmental and Societal|S:National|T:Long-Term),Direct Causal Link,Unilever's manufacturing impacts the environment.,"Hierarchical, Spatial, Temporal",0 -> 1: Organizational -> Environmental and Societal -> Long-Term,No
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"By the time manufacturing is under way Unilever’s marketing teams have worked with our category experts to define the complete marketing mix, including communications, that makes our brands come alive. Communicating the benefits of our products and brands to consumers is increasingly complex, with digital communications and social media creating new and more direct ways to engage alongside traditional media.",Yes,0.8,[0] Unilever's marketing teams (H:Organizational|S:N/A|T:Short-Term) || [1] Category experts (H:Organizational|S:N/A|T:Short-Term) || [2] Consumers (H:Individual|S:N/A|T:N/A),Direct Causal Link,Unilever's marketing teams and category experts collaborate to define marketing strategies that communicate product benefits to consumers through various media channels.,Hierarchical,0 -> 2: Organizational -> Individual,Yes,0.85,[0] Unilever's marketing teams (H:Organizational|S:N/A|T:Short-Term) || [1] Category experts (H:Organizational|S:N/A|T:Short-Term) || [2] Consumers (H:Individual|S:N/A|T:Short-Term),Causal Chain,Organizational -> Individual,Hierarchical,0 -> 2: Organizational -> Individual,Yes,0.85,[0] Unilever's marketing teams (H:Organizational|S:N/A|T:Short-Term) || [1] Consumers (H:Individual|S:N/A|T:Short-Term) || [2] Digital communications and social media (H:N/A|S:N/A|T:Short-Term),Convergent Influence,Unilever's marketing teams influence consumers through digital communications and social media.,Hierarchical,0 -> 1: Organizational -> Individual || 0 -> 2: Organizational -> N/A,Yes,0.9,[0] Unilever’s marketing teams (H:Organizational|S:N/A|T:Short-Term) || [1] category experts (H:Organizational|S:N/A|T:Short-Term) || [2] consumers (H:Inter-Organizational|S:National|T:Long-Term),Causal Chain,Organizational -> Inter-Organizational,"Hierarchical, Temporal, Spatial",1 -> 3: Organizational -> National -> Long-Term,No
