Index,Source,Paragraph,claude4: Topic,claude4: Structural Links,claude4: Temporal Links,claude4: Spatial Links,claude4: Notes,gpt5: Topic,gpt5: Structural Links,gpt5: Temporal Links,gpt5: Spatial Links,gpt5: Notes,4o: Topic,4o: Structural Links,4o: Temporal Links,4o: Spatial Links,4o: Notes,gemini2.5: Topic,gemini2.5: Structural Links,gemini2.5: Temporal Links,gemini2.5: Spatial Links,gemini2.5: Notes
183,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Insight requires close engagement with consumers, often over prolonged periods, and allows us to identify future trends to gain a competitive edge.",consumer insight and competitive advantage,individuals -> organizations [causal only] :: close engagement with consumers allows us to identify future trends to gain a competitive edge,long-term -> long-term [causal only] :: prolonged periods allows us to identify future trends,N/A,"The text describes how individual consumers provide insights to organizations over extended time periods, but no spatial interactions are mentioned.",Insight via consumer engagement,individuals -> organizations [Causal only] :: Insight requires close engagement with consumers,N/A,N/A,Only a structural interaction (individuals to organizations) is explicitly stated; no explicit temporal or spatial interactions.,Consumer engagement and future trends,N/A,short-term -> long-term [Causal only] :: close engagement with consumers...identify future trends,N/A,Temporal interaction detected between short-term engagement and long-term trend identification.,Consumer Insight and Competitive Edge,individuals -> organizations [Causal only] :: engagement with consumers ... allows us ... to gain a competitive edge,"long-term -> long-term [Causal only] :: over prolonged periods, and allows us to identify future trends",N/A,No spatial interactions detected.
184,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"That knowledge helps us to target our subsequent R&D activities and our investments in innovation. Unilever has filed more than 200 new patent applications in 2014 and our Partner To Win 2020 programme, also launched in 2014, creates a new platform for us to work with our suppliers in the development of product and packaging innovations that capture consumers’ interest and attention.",Unilever R&D and innovation partnerships,organizations -> organizations [causal only] :: Partner To Win 2020 programme creates a new platform for us to work with our suppliers,N/A,N/A,The text describes organizational collaboration between Unilever and suppliers but doesn't specify explicit temporal or spatial interactions within those dimensions.,Unilever innovation collaboration,organizations -> inter-organizations [Causal only] :: programme ... creates a new platform for us to work with our suppliers | inter-organizations -> individuals [Causal only] :: work with our suppliers in the development of ... innovations that capture consumers’ interest and attention,N/A,N/A,No temporal or spatial interactions detected.,Unilever's R&D and innovation strategy,individuals -> organizations [causal only] :: target our subsequent R&D activities and our investments in innovation | organizations -> inter-organizations [causal only] :: Partner To Win 2020 programme...work with our suppliers,"short-term -> mid-term [causal only] :: filed more than 200 new patent applications in 2014 | short-term -> long-term [causal only] :: Partner To Win 2020 programme, also launched in 2014",N/A,No spatial interactions detected.,R&D and Innovation Strategy,organizations -> organizations [Causal only] :: work with our suppliers | organizations -> individuals [Causal only] :: capture consumers’ interest and attention,"short-term -> mid-term [Causal only] :: launched in 2014, creates a new platform",N/A,No spatial interactions detected.
185,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Bringing these innovations to market as physical products is a core function of Unilever’s supply chain, which employs about 110,000 of our 172,000 people. It also involves working with suppliers around the world.",Unilever supply chain operations,"organizations -> individuals [causal only] :: supply chain, which employs about 110,000 of our 172,000 people | organizations -> inter-organizations [causal only] :: involves working with suppliers around the world",N/A,N/A,Text describes organizational structure and supplier relationships but doesn't specify temporal sequences or spatial interactions between different geographic levels.,Unilever supply chain employment and suppliers,"organizations -> individuals [Causal only] :: employs about 110,000 of our 172,000 people | organizations -> inter-organizations [Causal only] :: involves working with suppliers around the world",N/A,N/A,No temporal interactions; 'around the world' indicates transnational scope but no spatial level-to-level interaction stated.,Unilever's supply chain and employment,"individuals -> organizations [Causal only] :: employs about 110,000 of our 172,000 people | organizations -> inter-organizations [Causal only] :: involves working with suppliers around the world",N/A,N/A,No temporal or spatial interactions detected.,Unilever's supply chain,"individuals -> organizations [Causal only] :: employs about 110,000 of our 172,000 people | organizations -> organizations [Causal only] :: working with suppliers around the world",N/A,N/A,No temporal or spatial interactions explicitly stated in the text.
186,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Unilever itself manufactures the majority of its products and we maintain an international network of 240 manufacturing sites. In sourcing large amounts of raw materials we also have a direct impact on the environment. By sourcing sustainably, we can protect scarce resources, ensure security of supply for our business and reduce price volatility while protecting the environment and enhancing people’s lives, which is at the heart of our Unilever Sustainable Living Plan (USLP). More detail can be found on page 11.",Unilever sustainable manufacturing and sourcing,"organizations -> environment & society [causal only] :: In sourcing large amounts of raw materials we also have a direct impact on the environment | organizations -> individuals [causal only] :: enhancing people's lives, which is at the heart of our Unilever Sustainable Living Plan",N/A,transnational -> local [causal only] :: we maintain an international network of 240 manufacturing sites,"The text describes organizational impacts on environment/society and people, plus transnational operations affecting local sites through manufacturing network.",Unilever sustainable sourcing and manufacturing,"organizations -> environment & society [Causal only] :: sourcing large amounts of raw materials we also have a direct impact on the environment | organizations -> organizations [Causal only] :: By sourcing sustainably, we can... ensure security of supply for our business and reduce price volatility | organizations -> environment & society [Causal only] :: By sourcing sustainably, we can... protect scarce resources... while protecting the environment and enhancing people’s lives",N/A,N/A,Only structural causal links stated; no explicit temporal or spatial interactions.,Unilever's manufacturing and sustainability efforts,organizations -> environment & society [causal only] :: direct impact on the environment | organizations -> environment & society [reinforcing feedback] :: sourcing sustainably...protecting the environment and enhancing people’s lives,N/A,transnational -> environment & society [causal only] :: international network of 240 manufacturing sites,Interactions focus on Unilever's impact on the environment and society through its operations and sustainability efforts.,Unilever Sustainable Sourcing,organizations -> environment & society [Causal only] :: have a direct impact on the environment | organizations -> environment & society [Causal only] :: protect scarce resources | organizations -> organizations [Causal only] :: ensure security of supply for our business | organizations -> organizations [Causal only] :: reduce price volatility | organizations -> environment & society [Causal only] :: protecting the environment | organizations -> environment & society [Causal only] :: enhancing people’s lives,N/A,N/A,No temporal or spatial interactions explicitly stated in the text.
187,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"By the time manufacturing is under way Unilever’s marketing teams have worked with our category experts to define the complete marketing mix, including communications, that makes our brands come alive. Communicating the benefits of our products and brands to consumers is increasingly complex, with digital communications and social media creating new and more direct ways to engage alongside traditional media.",Unilever marketing and communications,individuals -> organizations [causal only] :: marketing teams have worked with our category experts to define the complete marketing mix | organizations -> individuals [causal only] :: Communicating the benefits of our products and brands to consumers,N/A,N/A,Text describes organizational processes and consumer communication but doesn't specify temporal sequences or spatial relationships.,Unilever marketing communications,individuals -> organizations [Causal only] :: marketing teams have worked with our category experts to define the complete marketing mix | organizations -> environment & society [Causal only] :: Communicating the benefits of our products and brands to consumers ... creating new and more direct ways to engage,N/A,N/A,Only structural interactions explicitly stated; no temporal or spatial terms.,Unilever's marketing and communication strategies,individuals -> organizations [Causal only] :: marketing teams have worked with our category experts | organizations -> environment & society [Causal only] :: Communicating the benefits of our products and brands to consumers,N/A,N/A,Interactions focus on the collaboration within Unilever and its impact on consumer communication.,Unilever marketing and communications,organizations -> organizations [Causal only] :: marketing teams have worked with our category experts | organizations -> individuals [Causal only] :: Communicating the benefits of our products and brands to consumers | environment & society -> organizations [Causal only] :: digital communications and social media creating new and more direct ways to engage,N/A,N/A,No temporal or spatial interactions detected.
188,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"Our logistics operations move Unilever products to retailers and our go-to-market teams ensure that we get enough of the right products in the right price bracket in the right sales channels for consumers to buy, be they stores or the fast-growing e-commerce channel.",Unilever logistics and go-to-market operations,organizations -> organizations [causal only] :: logistics operations move Unilever products to retailers | organizations -> individuals [causal only] :: go-to-market teams ensure products in right sales channels for consumers to buy,N/A,N/A,"Text describes organizational-level operations (logistics, go-to-market teams) serving retailers and consumers, but contains no explicit temporal or spatial interactions.",Unilever logistics and go-to-market,organizations -> organizations [Causal only] :: Our logistics operations move Unilever products to retailers | organizations -> organizations [Causal only] :: our go-to-market teams ensure that we get enough of the right products ... in the right sales channels | organizations -> individuals [Causal only] :: for consumers to buy,N/A,N/A,Only organizational-to-organizational and organizational-to-individual causal links are explicit; no temporal or spatial interactions stated.,Unilever logistics and sales operations,organizations -> individuals [Causal only] :: logistics operations move Unilever products to retailers | organizations -> organizations [Causal only] :: go-to-market teams ensure that we get enough of the right products,N/A,N/A,Interactions focus on organizational roles in logistics and sales.,Unilever product distribution and sales,organizations -> organizations [Causal only] :: logistics operations move Unilever products to retailers | organizations -> individuals [Causal only] :: go-to-market teams ensure that we get enough of the right products ... for consumers to buy,N/A,N/A,No temporal or spatial interactions detected.
189,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"We make the majority of what we sell through a network of more than 240 manufacturing sites around the world. We have invested significantly in our factories in recent years to create an efficient, reliable and more sustainable network. We are now able to maximise the global scale of our operations, while having the agility to meet local demands. More eco-efficient production is helping us meet the USLP targets, so by the end of January 2015, for instance, all our factories had achieved zero non-hazardous waste to landfill, producing 140,000 tonnes less waste. Since 2008, we estimate that eco-production has avoided costs in excess of €400 million.",Global manufacturing network sustainability,"organizations -> environment & society [causal only] :: eco-efficient production is helping us meet the USLP targets | organizations -> environment & society [causal only] :: all our factories had achieved zero non-hazardous waste to landfill, producing 140,000 tonnes less waste",N/A,"transnational -> local [causal only] :: maximise the global scale of our operations, while having the agility to meet local demands","The text shows organizational environmental impact and global-to-local operational flexibility, but no temporal or reinforcing feedback interactions are explicitly stated.",Global manufacturing eco-efficiency,"organizations -> organizations [Causal only] :: invested significantly in our factories... to create an efficient, reliable and more sustainable network | organizations -> organizations [Causal only] :: More eco-efficient production is helping us meet the USLP targets | organizations -> organizations [Causal only] :: eco-production has avoided costs in excess of €400 million | organizations -> environment & society [Causal only] :: all our factories had achieved zero non-hazardous waste to landfill, producing 140,000 tonnes less waste",mid-term -> short-term [Causal only] :: invested... in recent years... We are now able to maximise the global scale... and meet local demands | long-term -> long-term [Causal only] :: Since 2008... eco-production has avoided costs in excess of €400 million,N/A,"Spatial: mentions global and local, but no explicit interaction stated.",Manufacturing network and eco-efficiency,organizations -> inter-organizations [reinforcing feedback] :: network of more than 240 manufacturing sites around the world | organizations -> environment & society [causal only] :: More eco-efficient production is helping us meet the USLP targets,"mid-term -> long-term [causal only] :: Since 2008, we estimate that eco-production has avoided costs in excess of €400 million","transnational -> local [reinforcing feedback] :: maximise the global scale of our operations, while having the agility to meet local demands",Interactions detected across all dimensions.,Global manufacturing network and sustainability achievements,"organization -> organization [Causal only] :: We have invested significantly in our factories | organization -> organization [Causal only] :: More eco-efficient production is helping us meet the USLP targets | organization -> organization [Causal only] :: eco-production has avoided costs | organization -> environment & society [Causal only] :: producing 140,000 tonnes less waste","mid-term -> short-term [Causal only] :: invested significantly in our factories in recent years... We are now able to maximise the global scale | mid-term -> short-term [Causal only] :: More eco-efficient production is helping us meet the USLP targets, so by the end of January 2015, for instance, all our factories had achieved zero non-hazardous waste | long-term -> long-term [Causal only] :: Since 2008, we estimate that eco-production has avoided costs","transnational -> local [Causal only] :: maximise the global scale of our operations, while having the agility to meet local demands",Interactions detected across all three dimensions.
190,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"How we move products from factories to customers is the role of our logistics operation. We are now rolling out our global network of logistics centres that organise movement of goods centrally and more efficiently, delivering savings, reduced stocks, reduced carbon emissions and improved customer service. These operational hubs now allow us to centralise other services too, including monitoring orders from customers through to payment.",global logistics network rollout,"organizations -> individuals [causal only] :: delivering savings, reduced stocks, reduced carbon emissions and improved customer service",N/A,local -> transnational [causal only] :: rolling out our global network of logistics centres that organise movement of goods centrally,"The text describes organizational changes affecting customers and local operations scaling to global network, but no temporal or feedback interactions are explicitly stated.",Global logistics network rollout,organizations -> organizations [Causal only] :: rolling out our global network of logistics centres ... delivering savings | organizations -> organizations [Causal only] :: delivering ... reduced stocks | organizations -> environment & society [Causal only] :: delivering ... reduced carbon emissions | organizations -> organizations [Causal only] :: operational hubs now allow us to centralise other services,N/A,N/A,Only structural effects are explicit; no temporal or spatial cross-level interactions stated.,Logistics operation and global network,organizations -> inter-organizations [Causal only] :: logistics centres that organise movement of goods centrally | organizations -> environment & society [Causal only] :: reduced carbon emissions,N/A,local -> transnational [Causal only] :: global network of logistics centres,Interactions focus on logistics operations and their impact on efficiency and emissions.,Logistics network rollout and service centralization,organizations -> inter-organizations [Causal only] :: rolling out our global network of logistics centres | inter-organizations -> environment & society [Causal only] :: reduced carbon emissions | inter-organizations -> individuals [Causal only] :: improved customer service | inter-organizations -> organizations [Causal only] :: operational hubs now allow us to centralise other services,N/A,N/A,No temporal or spatial interactions detected.
191,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"We work closely with retailers to win in the market place and make sure that our brands are always available, properly displayed and in the right price bracket. Our go-to-market capability ensures that we become the supplier of choice for our customers and trade partners, through strong joint business planning and in-store execution via Perfect Store programmes, to help deliver sustainable sales growth. This is essential for us to be able to add premium brand extensions to our product ranges, land product innovations on the shelves, enter new geographies and markets, and build our distribution strength to reach new consumers.",retail partnership and market execution,organizations -> individuals [causal only] :: build our distribution strength to reach new consumers,"short-term -> long-term [causal only] :: joint business planning and in-store execution via Perfect Store programmes, to help deliver sustainable sales growth",N/A,"The text describes organizational-to-consumer reach and short-term execution leading to long-term sustainable growth, but no explicit spatial level interactions.",Retail collaboration and go-to-market,inter-organizations -> organizations [Causal only] :: work closely with retailers ... make sure that our brands are always available | organizations -> inter-organizations [Causal only] :: go-to-market capability ensures that we become the supplier of choice for our customers and trade partners | inter-organizations -> organizations [Causal only] :: strong joint business planning and in-store execution ... help deliver sustainable sales growth | organizations -> organizations [Causal only] :: essential ... add premium brand extensions to our product ranges | organizations -> organizations [Causal only] :: essential ... land product innovations on the shelves | organizations -> individuals [Causal only] :: build our distribution strength to reach new consumers,N/A,N/A,No explicit temporal or spatial levels stated; expansion to new geographies mentioned without level detail.,Market strategy and brand distribution,individuals -> organizations [Causal only] :: work closely with retailers | organizations -> inter-organizations [Reinforcing feedback] :: strong joint business planning and in-store execution | inter-organizations -> environment & society [Causal only] :: help deliver sustainable sales growth,short-term -> mid-term [Causal only] :: ensure that we become the supplier of choice | mid-term -> long-term [Causal only] :: add premium brand extensions to our product ranges,local -> regional [Causal only] :: enter new geographies and markets | regional -> national [Causal only] :: build our distribution strength to reach new consumers,Interactions are focused on market strategy and distribution across different scales.,Retailer collaboration and market strategy,organizations -> organizations [Causal only] :: We work closely with retailers | organizations -> organizations [Causal only] :: supplier of choice for our ... trade partners | organizations -> inter-organizations [Causal only] :: strong joint business planning | organizations -> environment & society [Causal only] :: win in the market place | organizations -> individuals [Causal only] :: supplier of choice for our customers | organizations -> individuals [Causal only] :: build our distribution strength to reach new consumers | organizations -> organizations [Reinforcing feedback] :: deliver sustainable sales growth. This is essential for us to be able to add premium brand extensions... and build our distribution strength,mid-term -> long-term [Causal only] :: Our go-to-market capability ensures... to help deliver sustainable sales growth | long-term -> long-term [Reinforcing feedback] :: deliver sustainable sales growth. This is essential for us to be able to add premium brand extensions... and build our distribution strength,"local -> regional [Causal only] :: in-store execution via Perfect Store programmes, to help deliver sustainable sales growth. This is essential for us to be able to... enter new geographies and markets","Interactions identified across structural, temporal, and spatial dimensions."
192,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_12.pdf,"We spend about €7 billion annually on marketing, making us one of the world’s biggest advertisers. This ensures that our brands and products are consumers’ first choice. We use multiple media to achieve cut-through in a highly competitive and busy world. Traditional media channels continue to play a big part but digital communications have revolutionised the way marketing engages with people, creating entirely new sales and marketing opportunities. We create our own entertainment content, including Unilever brand advertising, and this is distributed, for example, by mobile devices in emerging markets.",Unilever marketing strategy,organizations -> individuals [causal only] :: ensures that our brands and products are consumers' first choice,N/A,"transnational -> regional [causal only] :: distributed, for example, by mobile devices in emerging markets",The text describes marketing flows from organizational level to consumers and from global operations to emerging market regions.,Unilever marketing communications,organizations -> individuals [Causal only] :: This ensures that our brands and products are consumers’ first choice. | environment & society -> organizations [Causal only] :: Traditional media channels continue to play a big part | environment & society -> organizations [Causal only] :: digital communications have revolutionised the way marketing engages with people,N/A,N/A,No temporal or spatial interactions detected.,Marketing strategies and media use,organizations -> individuals [Causal only] :: marketing engages with people | organizations -> environment & society [Causal only] :: creating entirely new sales and marketing opportunities,N/A,"local -> regional [Causal only] :: distributed, for example, by mobile devices in emerging markets","Interactions focus on the impact of marketing strategies on individuals and society, and the distribution of content in emerging markets.",Marketing and advertising strategies,"organizations -> individuals [Causal only] :: ensures that our brands and products are consumers’ first choice | organizations -> environment & society [Causal only] :: achieve cut-through in a highly competitive and busy world | organizations -> individuals [Causal only] :: marketing engages with people | organizations -> environment & society [Causal only] :: distributed, for example, by mobile devices in emerging markets",N/A,N/A,No temporal or spatial interactions detected within their respective dimensions based on explicit statements.
193,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_13.pdf,"Unilever’s portfolio has four categories: Personal Care, Foods, Refreshment and Home Care. We have 13 brands with sales of more than €1 billion. Brands are our biggest asset but also present a risk if they do not maintain value and relevance to consumers. That’s why innovation and remaining competitive are crucial. We launched new brands in 2014, backed by marketing and customer insight, for example Regenerate, a dental care product. In addition to the Qinyuan and Talenti Gelato & Sorbetto acquisitions, we are also in the process of acquiring the Camay and Zest brands, to expand categories and boost growth. To sharpen our portfolio in 2014 we disposed of Slim. Fast, Ragu and Bertolli in North America, and other non-core Foods brands.",Unilever brand portfolio management,"organizations -> individuals [causal only] :: brands present a risk if they do not maintain value and relevance to consumers | organizations -> organizations [causal only] :: acquiring the Camay and Zest brands, to expand categories and boost growth",N/A,"regional -> national [causal only] :: disposed of Slim. Fast, Ragu and Bertolli in North America",Limited interactions detected - mainly organizational acquisitions/disposals and consumer relevance concerns.,Unilever 2014 brand portfolio actions,"individuals -> organizations [Causal only] :: Brands ... present a risk if they do not maintain value and relevance to consumers. | individuals -> organizations [Causal only] :: We launched new brands in 2014, backed by marketing and customer insight. | organizations -> inter-organizations [Causal only] :: We are also in the process of acquiring the Camay and Zest brands. | inter-organizations -> organizations [Causal only] :: acquisitions ... to expand categories and boost growth.",N/A,N/A,Only structural causal links detected; no explicit temporal or spatial interactions.,Unilever's brand management and strategy,"individuals -> organizations [causal only] :: innovation and remaining competitive are crucial | organizations -> inter-organizations [causal only] :: acquiring the Camay and Zest brands, to expand categories and boost growth | organizations -> inter-organizations [causal only] :: disposed of Slim. Fast, Ragu and Bertolli in North America","short-term -> mid-term [causal only] :: launched new brands in 2014, backed by marketing and customer insight | mid-term -> long-term [causal only] :: acquiring the Camay and Zest brands, to expand categories and boost growth","national -> regional [causal only] :: disposed of Slim. Fast, Ragu and Bertolli in North America",Interactions focus on brand management strategies and their implications across different scales.,Unilever Brand Strategy,N/A,N/A,N/A,No interactions detected within the specified levels for any dimension based on the explicit text.
194,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_13.pdf,"Unilever’s products sell in more than 190 countries and are used by 2 billion consumers every day. Our business is organised across three geographies: the Americas; Europe; and markets comprising Asia, Australasia, Africa, Middle East, Turkey, Russia, Ukraine and Belarus. We also analyse operations by developed and emerging markets. This wide spread exposes us to economic and political risks beyond our control. However, the diversity of our portfolio and geographic reach help mitigate our exposure to any specific risk.",Unilever's global business structure and risk mitigation,organizations -> individuals [causal only] :: Our business is organised across three geographies... used by 2 billion consumers every day,N/A,transnational -> regional [balancing feedback] :: the diversity of our portfolio and geographic reach help mitigate our exposure to any specific risk,The text shows organizational structure affecting consumers and geographic diversification providing risk mitigation across spatial levels.,Unilever global reach and risk mitigation,organizations -> individuals [Causal only] :: are used by 2 billion consumers every day | environment & society -> organizations [Causal only] :: economic and political risks beyond our control | organizations -> organizations [Causal only] :: diversity of our portfolio and geographic reach help mitigate our exposure to any specific risk,N/A,N/A,Structural interactions detected; no explicit temporal or spatial interactions.,Unilever's global operations and risk management,organizations -> environment & society [Causal only] :: exposes us to economic and political risks beyond our control | organizations -> organizations [Balancing feedback] :: diversity of our portfolio and geographic reach help mitigate our exposure,N/A,transnational -> regional [Causal only] :: business is organised across three geographies,Interactions focus on risk exposure and mitigation through organizational structure and geographic distribution.,Unilever's Global Operations and Risk Management,organizations -> individuals [Causal only] :: products sell in more than 190 countries and are used by 2 billion consumers every day | environment & society -> organizations [Causal only] :: This wide spread exposes us to economic and political risks | organizations -> organizations [Balancing feedback] :: the diversity of our portfolio and geographic reach help mitigate our exposure to any specific risk,N/A,transnational -> transnational [Causal only] :: This wide spread exposes us to economic and political risks | transnational -> transnational [Balancing feedback] :: geographic reach help mitigate our exposure to any specific risk,Interactions identified within structural and spatial dimensions.
195,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_14.pdf,"We cannot achieve our Vision to double our size unless we find new ways to operate that decouple growth from our environmental impact, while using growth as an enabler for positive social impact. Launched in 2010, the Unilever Sustainable Living Plan (USLP) is our blueprint for sustainable growth. It is helping to drive profitable growth for our brands, save costs and fuel innovation.",Unilever sustainable growth strategy,"organizations -> environment & society [causal only] :: decouple growth from our environmental impact, while using growth as an enabler for positive social impact",N/A,N/A,"The text describes organizational strategy impacting environmental and social outcomes, but doesn't specify temporal phases or spatial scales of implementation.",Unilever Sustainable Living Plan and growth impacts,organizations -> environment & society [Causal only] :: using growth as an enabler for positive social impact | organizations -> environment & society [Causal only] :: decouple growth from our environmental impact | organizations -> organizations [Causal only] :: It is helping to drive profitable growth for our brands | organizations -> organizations [Causal only] :: save costs | organizations -> organizations [Causal only] :: fuel innovation,N/A,N/A,Structural causal links stated; no temporal or spatial interactions mentioned.,Unilever Sustainable Living Plan,organizations -> environment & society [Causal only] :: decouple growth from our environmental impact | organizations -> environment & society [Causal only] :: using growth as an enabler for positive social impact,"short-term -> long-term [Causal only] :: Launched in 2010, the Unilever Sustainable Living Plan (USLP) is our blueprint for sustainable growth",N/A,"Interactions focus on the causal relationship between organizational actions and environmental/social impacts, and the temporal impact of the USLP from its launch to long-term goals.",Unilever's Sustainable Growth Plan,organizations -> organizations [Causal only] :: It is helping to drive profitable growth for our brands | organizations -> organizations [Causal only] :: save costs | organizations -> organizations [Causal only] :: fuel innovation,"mid-term -> long-term [Causal only] :: We cannot achieve our Vision to double our size unless we find new ways to operate | short-term -> long-term [Causal only] :: Launched in 2010, the Unilever Sustainable Living Plan (USLP) is our blueprint for sustainable growth",N/A,No spatial interactions detected.
196,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_14.pdf,"The USLP sets out three big, ambitious goals. Underpinning these goals are nine commitments supported by targets spanning our social and environmental performance.",USLP goals and commitments,N/A,N/A,N/A,"No interactions detected. The text describes a static structure of goals, commitments, and targets without indicating any causal relationships or feedback loops between different levels within any dimension.","USLP goals, commitments, and targets",N/A,N/A,N/A,"No interactions detected. The text describes internal plan components (goals, commitments, targets) without explicit structural, temporal, or spatial interactions as defined.",USLP goals and commitments,individuals -> organizations [Causal only] :: goals are supported by commitments | organizations -> environment & society [Causal only] :: commitments supported by targets spanning social and environmental performance,N/A,N/A,Interactions are focused on how goals and commitments relate to organizational and societal levels.,USLP performance framework,"organizations -> environment & society [Causal only] :: The USLP sets out three big, ambitious goals... supported by targets spanning our social and environmental performance.",N/A,N/A,No temporal or spatial interactions detected.
197,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_14.pdf,"We are making good progress with our first goal: to help more than a billion people improve their health and well-being by 2020, reaching 397 million by the end of 2014. The progress on our second goal is more mixed. We have achieved zero non-hazardous waste to landfill from our factories, and continue to make significant reductions in the greenhouse gas (GHG) and water impacts of our manufacturing. But the consumer element of our target to halve the water and GHG impacts of our products remains a challenge. On waste reduction, new technology such as the roll-out of compressed deodorant sprays and our new Dove Body Wash bottles has enabled reductions. On our third goal, we are also making good progress. We are now sourcing more than half our agricultural raw materials sustainably and have reached around 800,000 smallholder farmers with help and training. We have created 70,000 women micro-entrepreneurs distributing our products in India while making progress on our new commitments to enhance livelihoods across the value chain.","Corporate sustainability progress across health, environmental, and social goals","organizations -> individuals [causal only] :: help more than a billion people improve their health and well-being | organizations -> individuals [causal only] :: reached around 800,000 smallholder farmers with help and training | organizations -> individuals [causal only] :: created 70,000 women micro-entrepreneurs distributing our products",N/A,N/A,The text shows organizational impacts on individuals but lacks explicit interactions within temporal or spatial dimensions.,Company sustainability goals and impacts,"organizations -> individuals [Causal only] :: help more than a billion people improve their health and well-being, reaching 397 million by the end of 2014 | organizations -> environment & society [Causal only] :: achieved zero non-hazardous waste to landfill from our factories | organizations -> environment & society [Causal only] :: significant reductions in the greenhouse gas (GHG) and water impacts of our manufacturing | organizations -> individuals [Causal only] :: reached around 800,000 smallholder farmers with help and training | organizations -> individuals [Causal only] :: created 70,000 women micro-entrepreneurs distributing our products in India | individuals -> organizations [Causal only] :: consumer element of our target to halve the water and GHG impacts of our products remains a challenge","short-term -> long-term [Causal only] :: to help more than a billion people by 2020, reaching 397 million by the end of 2014",N/A,No explicit spatial interactions detected.,Progress on sustainability goals,"organizations -> individuals [causal only] :: 70,000 women micro-entrepreneurs distributing our products | organizations -> environment & society [causal only] :: achieved zero non-hazardous waste to landfill from our factories | organizations -> environment & society [causal only] :: reductions in the greenhouse gas (GHG) and water impacts of our manufacturing | organizations -> individuals [causal only] :: reached around 800,000 smallholder farmers with help and training",short-term -> mid-term [causal only] :: reaching 397 million by the end of 2014 | mid-term -> long-term [causal only] :: help more than a billion people improve their health and well-being by 2020,"local -> national [causal only] :: 70,000 women micro-entrepreneurs distributing our products in India","Interactions focus on organizational impacts on individuals and environment, and temporal goals from short to long-term.",Sustainability Goals Progress,"organizations -> individuals [Causal only] :: help more than a billion people improve their health and well-being | organizations -> individuals [Causal only] :: reached around 800,000 smallholder farmers with help and training | organizations -> individuals [Causal only] :: created 70,000 women micro-entrepreneurs | organizations -> individuals [Causal only] :: enhance livelihoods across the value chain | organizations -> environment & society [Causal only] :: achieved zero non-hazardous waste to landfill from our factories | organizations -> environment & society [Causal only] :: significant reductions in the greenhouse gas (GHG) and water impacts of our manufacturing | individuals -> environment & society [Causal only] :: consumer element of our target to halve the water and GHG impacts of our products remains a challenge | organizations -> organizations [Causal only] :: new technology such as the roll-out of compressed deodorant sprays and our new Dove Body Wash bottles has enabled reductions",short-term -> long-term [Causal only] :: making good progress with our first goal: to help more than a billion people improve their health and well-being by 2020 | short-term -> long-term [Causal only] :: continue to make significant reductions in the greenhouse gas (GHG) and water impacts | short-term -> long-term [Causal only] :: now sourcing more than half our agricultural raw materials sustainably | short-term -> short-term [Causal only] :: new technology ... has enabled reductions,"national -> national [Causal only] :: created 70,000 women micro-entrepreneurs distributing our products in India",Interactions identified across all specified dimensions.
198,Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_14.pdf,By 2020 we will help more than a billion people take action to improve their health and well-being.,health improvement goal,organizations -> individuals [causal only] :: we will help more than a billion people take action,N/A,N/A,Single causal interaction from organizational level to individual level. No temporal or spatial interactions explicitly stated.,Health improvement goal by 2020,individuals -> individuals [Causal only] :: take action to improve their health and well-being,N/A,N/A,No temporal or spatial interactions detected; actor 'we' not identified as an organization.,health and well-being initiative,N/A,short-term -> mid-term [causal only] :: By 2020 we will help more than a billion people,N/A,The statement implies a short-term to mid-term causal interaction based on the timeline provided.,Global health and well-being action,organizations -> individuals [Causal only] :: we will help more than a billion people,N/A,N/A,No temporal or spatial interactions detected within their respective dimensions.
